property,lsoa,lsoa_code,BNG_E,BNG_N,GlobalID,LAT,LONG,geometry,mRS 0-2,mRS 0-2,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift
scenario,any,any,any,any,any,any,any,any,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership
subtype,,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Cornwall 057E,E01018984,156519,37090,db3e68d8-e4cf-40f3-a5c1-2d8413bfbec3,50.18366,-5.41206,"POLYGON ((156328.30102316063 36397.15493751812, 155791.2721934382 36878.141513798066, 156022.6874036495 37387.671430688, 156900.8714315371 37719.39821381561, 157542.8734511483 37818.12597851368, 157232.47185075068 37038.31430504011, 156328.30102316063 36397.15493751812))",0.2662594575180886,,0.2072904122806362,,-0.0492737686804986,,0.6843380411691161,,-0.5201430464894439,,3.0,0.000385455479892,1,107.3,,60.0,,30.0,,80.0,,137.3,,,,,,TR13LQ,27.3,0.0957586608646702,,0.4180785836510275,,-0.7274334587700801,,3.0,0.000423968343697,1,172.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,202.8,,202.8,,,,PL68DH,92.8,0.1450324295451688,
708,Cornwall 058A,E01018985,153179,37442,30060f1d-2f51-4da4-b5b9-1ee632d8411a,50.18544,-5.45898,"POLYGON ((152864.62690765993 38333.65988401344, 152756.00143201134 38145.52365374827, 152957.24760916783 37867.15609215011, 153644.40986285583 37987.8865834467, 153927.0863130922 38430.527021605434, 154792.4750265999 38260.44381528653, 155195.37263813897 37527.63907698315, 154385.74587694198 36359.63151890758, 154090.94397347348 36530.732175557845, 152836.92024333656 36089.12783692978, 152468.8180811956 36727.23564107047, 150976.32699781426 37707.893077091285, 150982.3207898356 37724.73712586393, 150990.79259794718 37732.06902029851, 151021.87265290995 37753.74079542686, 151035.48794827663 37758.86264776677, 151070.26838769251 37759.61569810627, 151083.9674455029 37758.18490322656, 151094.17678355923 37756.88217787884, 151101.44822069135 37756.42832819297, 151108.2097881925 37757.56182494285, 151112.51688928687 37761.02292271709, 151118.41275937675 37767.25195482251, 151119.49264445616 37770.93431980582, 151119.66884834238 37775.77792894945, 151126.34477744513 37798.678035783814, 151140.64104704495 37802.290553542145, 151157.91036503864 37826.071193181764, 151168.70938265635 37842.378581381054, 151175.16893882875 37871.2149484799, 151176.04664322876 37875.84764273322, 151176.6877195892 37879.23611174288, 151168.379088456 37885.05989699563, 151154.42155548456 37920.80778308821, 151119.66164863078 37969.19250171259, 151116.77402484824 37973.71055427252, 151115.00466889646 37976.35454475836, 151108.51670742934 37984.96975092366, 151105.1535366223 37992.15037117546, 151127.67649869338 38011.46504285649, 151128.68119200328 38020.263429432845, 151133.71669927423 38042.57176305386, 151152.5148534202 38062.606428169966, 151157.64380248592 38067.963372064434, 151167.49336246718 38081.710439039394, 151168.7500141284 38088.44027717234, 151170.55656569146 38099.69221295294, 151176.0423165557 38104.99765312046, 151180.4424918531 38107.09983509575, 151179.92846363326 38110.64502639897, 151178.30768972207 38121.81411374407, 151177.60028819402 38126.680238793866, 151166.41728896147 38135.1061047441, 151150.6948805014 38144.61026160838, 151140.34124054966 38150.86886079176, 151119.9450272355 38147.55278889832, 151089.9264690813 38206.86367258351, 151065.4546162562 38250.56419344779, 151056.0320519949 38264.965142100176, 151058.22788062753 38284.576144633, 151056.1369360182 38287.923646700336, 151043.00602803798 38336.96709817852, 151058.35469679045 38380.16799807796, 151069.3406331827 38398.143403027614, 151088.4642766446 38363.21504896443, 151108.68143556456 38368.915454990725, 151105.60174515864 38395.65247707453, 151106.31554828954 38400.57903746699, 151107.36423249356 38404.43237809226, 151128.30985518676 38433.158804970706, 151137.35314994218 38449.711819867225, 151606.1648719687 38791.09319745467, 151666.47479629438 38098.34435762791, 152463.22684862468 38500.56077052184, 152864.62690765993 38333.65988401344))",0.1564965410544654,0.1910047786948177,0.2427954593310192,0.0654212852545333,-0.0525885638555214,0.0065743789391302,0.5731920536895797,0.1910047786948177,-0.4777411235118912,0.0654212852545333,5.0,0.0006424257998201,1,109.40000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,139.4,0.0,305.0,,245.0,,TR13LQ,29.4,0.0911607749018776,0.0065743789391302,0.4166955126351142,,-0.7205365828429104,,5.0,0.0007066139061616,1,174.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,204.9,,204.9,,,,PL68DH,94.9,0.1437493387573991,
709,Cornwall 058B,E01018986,153379,38495,dc363fd5-ece6-49b8-9191-85a648ebd9e1,50.19498,-5.45687,"POLYGON ((153927.0863130922 38430.527021605434, 153644.40986285583 37987.8865834467, 152957.24760916783 37867.15609215011, 152756.00143201134 38145.52365374827, 152864.62690765993 38333.65988401344, 152463.22684862468 38500.56077052184, 151666.47479629438 38098.34435762791, 151606.1648719687 38791.09319745467, 152485.10226146635 38527.33974894977, 152733.01549951997 38775.200751051714, 152504.9017420749 39119.75095691258, 152520.0683628594 39120.299577463884, 153927.0863130922 38430.527021605434))",-0.1372944870761567,0.1911340655553447,-0.0916765164802115,0.0659730155804862,0.0203033106114841,0.0067059256408791,0.5174858833982723,0.1911340655553447,-0.4559505623803896,0.0659730155804862,4.0,0.000513940639856,1,110.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,140.5,0.0,306.1,0.0,246.1,0.0,TR13LQ,30.5,0.0887283018282086,0.0067059256408791,0.654780370474429,0.0,-0.3642740459001781,0.0,4.0,0.0005652911249293,1,177.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,207.1,0.0,,,,,PL68DH,97.1,0.0684249912167245,0.0
710,Cornwall 058C,E01018987,149666,36624,fa9e3550-73fa-40fb-bae0-fe80ce49638d,50.17662,-5.50756,"POLYGON ((148469.33240046157 40798.42214440246, 148515.18667599256 40660.96041005119, 148527.870922604 40631.95164634538, 148537.65900850674 40571.16466047865, 148540.95612026224 40539.0874663259, 148553.112711058 40474.97911574063, 148566.67014215642 40400.10012817808, 148614.06221772387 40059.944467108144, 148617.75030787397 40028.863674166496, 148620.93163977715 40002.05193516155, 148623.75840303014 39952.06063825832, 148632.6441858157 39906.79612580384, 148660.36359321285 39768.091442467296, 148669.98877085064 39722.80752070574, 148720.37545410698 39481.391013651126, 148723.8681880114 39464.48258226679, 148774.33873644136 39196.84212459161, 148740.40105252515 39140.481954316405, 148737.38324646637 39135.91073541064, 148740.40905955536 39129.29872361093, 148744.3359504475 39120.94168115393, 148743.28096286257 39104.84220518364, 148735.65755282796 39090.81282838076, 148723.48405576902 39085.63810693653, 148743.1453032469 39078.31619694887, 148778.28169139434 39054.02831225889, 148795.82276102193 39037.73402187036, 148806.28273586865 39025.35045798763, 148821.6272231752 39005.60325250801, 148828.92199213654 38994.54694030079, 148893.3416469018 38893.14442348195, 148904.63317033183 38877.94081763306, 148912.8590762297 38885.66071385352, 148923.14517960988 38881.0576430037, 148931.0298432671 38869.77092167613, 148962.45239231348 38858.02312681542, 148981.03533029088 38757.438344254886, 149013.49691161656 38731.149468931864, 149058.53902445541 38679.59926280784, 149055.92931845505 38653.006682670995, 149086.2605151464 38601.74434887993, 149089.54033442852 38595.957545004145, 149102.25401863075 38573.389240623306, 149114.47361449208 38551.697451752465, 149116.14017294787 38548.73799868458, 149117.78375696854 38552.63442573999, 149119.56254789428 38556.85025501717, 149158.4611032607 38592.638038576726, 149178.0086506615 38603.349945809634, 149180.8430806592 38603.79391942869, 149186.52815027747 38594.33344570096, 149206.12562234176 38590.063677546015, 149209.94703210093 38583.57495918803, 149212.43006637885 38573.552914451604, 149212.88354648295 38561.43986791279, 149205.1648688346 38522.4639987674, 149200.87403359247 38511.47531833648, 149189.1763322932 38483.665324283764, 149188.4787379516 38473.403712280706, 149190.31559871417 38459.66663134156, 149192.09520725755 38453.975144984, 149192.82098743404 38441.751494118216, 149190.6980337882 38434.28233066152, 149186.4522980266 38423.221049042535, 149183.8276608472 38416.84560400201, 149170.87809421096 38391.34835145858, 149167.72561420864 38388.28295102008, 149157.33187798611 38385.229531820194, 149187.98137802168 38378.55980994922, 149197.43281377156 38371.648622730165, 149208.59126445642 38359.740757433465, 149205.2025311407 38349.131470702094, 149203.3367670433 38346.57556163013, 149197.69126302502 38338.32722816162, 149197.63887109354 38328.54891379838, 149249.27021491752 38270.16224242057, 149266.87579491735 38262.4000511941, 149302.1347737327 38227.42453642783, 149322.56366681878 38224.359467804345, 149377.91004508795 38212.292894560815, 149423.38589529478 38197.482099559944, 149552.11971088714 38128.827700594324, 149562.31087275434 38087.397080120776, 149570.11613701683 38047.003798762016, 149576.36372990152 38003.57839768226, 149580.21257428 37984.03101485086, 149592.6411454068 37942.25216079436, 149594.19967951011 37938.31079452773, 149598.44506469008 37930.864054128964, 149601.06853557663 37928.389993329736, 149605.02421056232 37925.620013376116, 149614.03129774582 37921.557658683596, 149667.98304759662 37913.83493474015, 149746.1188502041 37909.80867367494, 149797.56293161583 37909.72207267056, 149830.58313541493 37912.658524302766, 149879.3330887619 37917.234313505, 149896.88262384068 37917.45421189774, 149976.4490206157 37917.6549882266, 150003.74289936185 37916.407454854634, 150056.7772018888 37911.71587825834, 150247.2759334716 37995.292235858855, 150334.52617427526 38033.19467121494, 150353.73769371503 38037.68671225177, 150365.62331294757 38039.6341407515, 150382.83695677863 38041.01017173438, 150429.78971071859 38042.83111189926, 150442.67379582988 38042.73049466734, 150462.2425147908 38042.06555683512, 150506.023893487 38041.19441146098, 150620.6480697326 38036.2660184174, 150655.42117735368 38030.00972827297, 150675.96978707702 38023.69837116287, 150695.8364016371 38012.99704208324, 150704.9243511986 38007.55928856708, 150765.4616356854 37962.819910332415, 150768.9145085611 37960.38980385501, 150849.03940627244 37881.58493117351, 150878.10985350155 37826.6948782347, 150898.52350024288 37784.26211476565, 150900.63904196233 37780.819302613934, 150964.4947210067 37717.33481549224, 150976.32699781426 37707.893077091285, 152468.8180811956 36727.23564107047, 152836.92024333656 36089.12783692978, 154090.94397347348 36530.732175557845, 154385.74587694198 36359.63151890758, 154422.23757756394 36345.63040827209, 154643.14303665902 36312.23694343676, 153144.41387756474 35041.019961302256, 153904.41366831338 34119.221436989465, 153605.1987767941 33559.61870521982, 154073.99766934503 33047.4138914982, 153811.59679256982 32777.00975333096, 153380.3926329108 33202.917022532056, 153148.18708518564 32952.80840501233, 153317.6852969291 32590.01038782607, 152582.87191909555 32143.0051524913, 152327.5274696586 32140.626559672703, 152523.84698937729 32284.07125425522, 151799.78328710864 32847.12360212501, 152252.62262883087 33097.89714251159, 152304.64170128515 33637.11446500191, 151501.9460652949 33190.63152178342, 151175.643362687 33458.91384104168, 150527.25637693392 33381.889085281844, 150420.9138878694 33004.500956706295, 149974.22678321935 33400.994971046865, 148797.53394304964 33631.02444642081, 148901.83788214216 33909.628408468125, 147823.4666078426 35573.90160573358, 146373.26354131132 36231.33402410394, 147233.4834874619 36771.834641729685, 147155.59730250828 37819.44882943857, 147457.1269785268 38434.3481140814, 148423.6267132025 38878.04459601382, 147298.3495139683 40632.571044258104, 147649.4500604791 41127.57821669176, 148469.33240046157 40798.42214440246))",,0.2340904665371322,,0.0808001124824379,,0.0082130480366,0.5174858833982723,0.2340904665371322,-0.4559505623803896,0.0808001124824379,2.333333333,0.0002997987065398,1,110.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,140.5,0.0,306.1,,246.1,,TR13LQ,30.5,0.0887283018282086,0.0082130480366,,,,,,,1,,,,,,,,,,,,,,,PL68DH,96.0,,
711,Cornwall 059A,E01018863,165415,35011,71549c1c-771c-4fc3-9a94-a3738becb9ed,50.16859,-5.28638,"POLYGON ((164069.57600254606 37635.547342012374, 166251.84878717613 36099.60546847567, 167734.49055342757 37076.19126438399, 167508.1434534462 34428.37979139597, 166790.92231665316 33947.18753742197, 166893.38244441667 33065.21572609426, 166488.7313968003 32488.772750611563, 166042.82352869786 32821.18037955818, 165347.11193465575 32502.576695419353, 164996.31063826205 32793.58996071789, 163493.79655842326 31868.387146375782, 163286.1975360169 32255.796505284467, 162425.5161382452 32435.284158895083, 163382.1003377573 32842.516092910024, 163211.1342960921 34487.479305114655, 163569.1788559372 35149.60483493717, 163412.4420226755 35901.38271911378, 162849.34812173864 36091.4960468942, 162722.8952450484 37115.47998305486, 163346.99231590907 38140.764407041046, 164069.57600254606 37635.547342012374))",,0.0,,0.0,,0.0,,,,,2.333333333,0.0002997987065398,1,108.4,,60.0,,30.0,,80.0,,,,,,,,TR13LQ,28.4,,,0.6561641839616008,0.0,-0.371503298442486,0.0,2.333333333,0.0003297531561616,1,173.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,203.9,0.0,,,,,PL68DH,93.9,0.0697078837952273,0.0
712,Cornwall 059B,E01018864,160740,33013,df13bc6f-1ba8-4690-b6d4-f0f37258a133,50.14878,-5.35047,"POLYGON ((162849.34812173864 36091.4960468942, 163412.4420226755 35901.38271911378, 163569.1788559372 35149.60483493717, 163211.1342960921 34487.479305114655, 163382.1003377573 32842.516092910024, 162425.5161382452 32435.284158895083, 163286.1975360169 32255.796505284467, 163493.79655842326 31868.387146375782, 163085.66096925546 30961.640123068893, 162439.2866680655 31488.9959097362, 162568.80555625353 31103.834994955483, 161964.11901048556 30353.537886039063, 161545.78860056508 30311.479927441265, 161171.00364911428 31134.517317497142, 160529.9402702429 30736.285919343718, 160067.53099080996 29752.13600565988, 159601.55357102054 30071.507828453134, 159646.15076568842 30728.51665302037, 158984.05210860202 31068.626085092692, 158970.1166642741 31102.368594938307, 158654.04909889522 31072.839011870936, 158635.94758943445 31068.354073767317, 158635.42841564066 31071.472230199535, 158635.04854114584 31074.339480827213, 158472.95215332706 31078.938344030525, 158477.3337059996 31059.662177859587, 158101.83288905068 30420.232993304264, 157285.42788760812 30393.43915947787, 157183.54461154994 31056.193744398508, 157169.2293200127 31101.648993426876, 157000.23007532003 31565.26573640207, 158446.87409274772 32413.459524481208, 157707.05390575464 32795.27555138263, 159045.18655400735 33564.06739314305, 158557.48806377285 34204.98320775517, 159025.7003235455 34697.1841066661, 160643.70254746947 34620.86608912147, 161710.8073759225 35023.163844059425, 162455.81321227245 35367.64822191649, 162273.32896996144 36271.26112720909, 162849.34812173864 36091.4960468942))",0.0471805818108072,0.1912628033575177,0.2758734770239188,0.0665226842571438,-0.0555144495963462,0.0068370855690393,0.4617053516871459,0.1912628033575177,-0.4338427939505935,0.0665226842571438,3.333333333,0.0004282838665039,1,111.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,141.6,0.0,307.2,0.0,247.2,0.0,TR13LQ,31.6,0.0862199778633117,0.0068370855690393,0.4145247698763387,,-0.7097162709745124,,3.333333333,0.000471075937394,1,178.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,208.2,,208.2,,,,PL68DH,98.2,0.141734427459658,
713,Cornwall 059C,E01018921,173278,35975,a25e5836-c6f4-4873-a9b9-e1f769af3613,50.1803,-5.17703,"POLYGON ((175491.9523403171 37995.65677690224, 175061.03387833113 35874.91444309673, 174519.42022769124 35074.1164996103, 175032.4223450303 34378.394687613414, 173740.8914908462 33848.42974408751, 173549.97079313875 33093.229300871346, 172943.36762164213 34017.25015709133, 172932.88144110047 34586.94853125431, 171789.3619948645 34721.081931741646, 171127.58066369884 37042.415141827456, 170094.55314924146 37581.654055269755, 169859.87508311443 38776.27226315526, 171223.085969347 38748.64202302095, 171408.08558253048 38402.53178858239, 171787.10729610035 38439.22413123399, 172598.30499919012 37884.30532542107, 172804.31547988788 38293.799620733625, 174086.9275819151 38231.97116344015, 175197.65204075145 38854.27430743404, 175574.45080294833 38465.5611917112, 175491.9523403171 37995.65677690224))",,0.1365934572701334,,0.2092306534029914,,0.0442910703500004,,,,,,,1,,,,,,,,,,,,,,,TR13LQ,23.0,,,0.5026180885019749,0.1365934572701334,-0.634968930117168,0.2092306534029914,2.333333333,0.0003297531561616,1,164.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,194.2,0.0,194.2,0.0,,,PL68DH,84.2,0.1247223611756984,0.0442910703500004
714,Cornwall 059D,E01018922,169725,34035,92072b5d-0350-4f25-a91e-8098c69d69e9,50.16151,-5.22554,"POLYGON ((169859.87508311443 38776.27226315526, 170094.55314924146 37581.654055269755, 171127.58066369884 37042.415141827456, 171789.3619948645 34721.081931741646, 172932.88144110047 34586.94853125431, 172943.36762164213 34017.25015709133, 173056.46177800017 33160.14384834192, 172667.7452878089 32628.155274686345, 172277.93757982124 32376.86888388393, 172031.03451963348 32725.37379841227, 171705.63282349054 32662.682116028067, 170860.2942166236 32184.59757781896, 170445.1808219609 31327.308610497625, 170810.79272233922 30542.289382844625, 170441.468850838 29424.783527871477, 168827.25068552294 29484.602621113023, 168884.68986225344 28930.185806215464, 168450.94686823303 28515.10964586491, 167933.59379144906 29428.70985478496, 167458.35309533888 29254.245370235134, 166374.10315641976 29618.131888141754, 167615.54803313714 31226.040882980364, 166488.7313968003 32488.772750611563, 166893.38244441667 33065.21572609426, 166790.92231665316 33947.18753742197, 167508.1434534462 34428.37979139597, 167734.49055342757 37076.19126438399, 169742.9689026459 38916.67405128133, 169859.87508311443 38776.27226315526))",0.1446340676875882,0.1679935614183029,0.0424910075071728,0.2530716758585231,-0.0140054203182671,0.0535954369035144,0.6843380411691161,0.0,-0.5201430464894439,0.0,3.333333333,0.0004282838665039,1,107.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,137.3,0.0,,,,,TR13LQ,27.3,0.0957586608646702,0.0,0.5397039734815279,0.1679935614183029,-0.5626340539966167,0.2530716758585231,3.333333333,0.000471075937394,1,168.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,198.5,0.0,198.5,,,,PL68DH,88.5,0.1097640811829373,0.0535954369035144
715,Cornwall 060A,E01018834,177418,34263,59be294c-250f-4ad0-8352-074c19129417,50.1665,-5.11813,"POLYGON ((177971.56947798046 34378.06847810189, 177895.27958722156 33804.42026297585, 177267.547628141 33597.442000122566, 176786.9476100815 33945.35458944674, 177515.86925345557 34930.46666706889, 177971.56947798046 34378.06847810189))",,,,,,,,,,,3.0,0.000385455479892,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,TR13LQ,20.8,,,,,,,3.0,0.000423968343697,1,162.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,PL68DH,82.1,,
716,Cornwall 060B,E01018835,177763,34929,65b35f79-4977-48c7-9468-4c9aca055fe4,50.17261,-5.11369,"POLYGON ((178254.1225894016 34603.07767675698, 178040.14353627543 34737.85774325888, 177971.56947798046 34378.06847810189, 177515.86925345557 34930.46666706889, 177277.9695634178 35265.666758094856, 177785.23425886818 35398.720303868555, 178254.1225894016 34603.07767675698))",0.1438260186946096,0.1669470227296522,0.0459496297585856,0.2578212907279104,-0.0147637178049436,0.054564603828573,0.6870206347775829,0.0,-0.5344524278283935,0.0,2.666666667,0.0003426270932802,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,,,,,TR13LQ,20.8,0.0982334702470959,0.0,0.5431946160829733,0.1669470227296522,-0.5804020575869792,0.2578212907279104,2.666666667,0.00037686075,1,162.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,192.1,0.0,192.1,,,,PL68DH,82.1,0.1129971880520395,0.054564603828573
717,Cornwall 060C,E01018836,178320,34272,8b36b3f4-d9ea-4a3a-9dae-a7805846ac52,50.16692,-5.10552,"POLYGON ((178254.1225894016 34603.07767675698, 178717.20259763958 34298.29146828683, 178312.21041685023 34021.5141062389, 177895.27958722156 33804.42026297585, 177971.56947798046 34378.06847810189, 178040.14353627543 34737.85774325888, 178254.1225894016 34603.07767675698))",-0.0536484338083368,0.2458728717681936,0.1096119301122528,0.2636335126307825,-0.020566217776502,0.0546773443414429,0.4890007553166329,0.1803529651723421,-0.4680122716394509,0.0584430749487456,4.0,0.000513940639856,1,101.90000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,297.5,0.0,237.5,0.0,TR13LQ,21.9,0.0919259808286518,0.0053763864915296,0.5426491891249698,0.1671115705900777,-0.5776242017517038,0.2570739892960395,4.0,0.0005652911249293,1,163.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,193.1,0.0,193.1,,,,PL68DH,83.1,0.1124921986051538,0.0544123740754474
