property,lsoa,lsoa_code,BNG_E,BNG_N,GlobalID,LAT,LONG,geometry,mRS 0-2,mRS 0-2,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift
scenario,any,any,any,any,any,any,any,any,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership
subtype,,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,Teignbridge 004E,E01020222,287041,79140,9149c06e-aed4-4567-b5c0-66fd8a79918a,50.601,-3.59751,"POLYGON ((287283.2594691492 78698.91328132019, 286478.9487930648 79086.75688227179, 286701.94776046503 79455.7548801695, 287578.92976859026 79159.99642124394, 287283.2594691492 78698.91328132019))",,,,,,,0.3666716384305402,,-0.4719482529518051,,0.333333333,4.2828386611846335e-05,1,103.0,,60.0,,30.0,,80.0,,133.0,,282.5,,222.5,,EX25DW,23.0,0.0969030749950514,,,,,,0.333333333,4.710759369700396e-05,1,125.5,,60.0,,30.0,,80.0,,,,,,,,PL68DH,45.5,,
2298,Teignbridge 004F,E01020223,284454,79660,929892b1-8994-40a5-a428-72d71e0c38bd,50.60517,-3.63421,"POLYGON ((284842.8974225006 81129.98225096808, 285398.5268758956 80865.51056130262, 285661.9939456661 79764.6927890341, 285618.9470946281 77885.08825938145, 284830.5003784132 77228.06133828894, 284905.0662717815 76322.34155331278, 284450.3414947855 76680.73266982089, 283889.0480643436 76425.49701691605, 284113.1164664121 76810.64029998981, 283437.0688135331 78246.7512066075, 283339.9257935931 79046.09318285354, 283070.92151365685 80132.31783219246, 282219.2207957344 79690.67529295769, 281182.66456320946 79819.49311646563, 281530.2074298334 81103.51139316132, 280413.0592114476 82803.04304619535, 282292.3953091771 82886.90558295965, 282939.1878348819 82267.95407996248, 282820.1289577179 81708.44691007107, 284339.1405084329 81703.44711335178, 284842.8974225006 81129.98225096808))",0.0089337729473049,0.0,-0.0475112801785322,0.0,0.0082460458706419,0.0,0.6861140689385011,0.0,-0.529613409419682,0.0,3.0,0.000385455479892,1,103.0,0.0,60.0,0.0,30.0,0.0,80.0,0.0,133.0,0.0,,,,,TQ27AA,23.0,0.0973972130119513,0.0,0.6771802959911962,0.0,-0.4821021292411498,0.0,3.0,0.000423968343697,1,124.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,154.5,0.0,,,,,PL68DH,44.5,0.0891511671413094,0.0
2299,Teignbridge 005A,E01020229,296307,78834,d158931f-1202-49fa-a1d0-5724b303e88c,50.59997,-3.46654,"POLYGON ((297607.51739518985 77750.63761222057, 297333.042358715 78309.62552153209, 296623.27426526934 78380.86383690589, 296572.11417893646 77729.38617211892, 296083.6537864195 77667.91900169547, 295206.0345466256 78183.62119148707, 295254.2350884916 77029.28984908175, 294885.0310411282 77054.30993017604, 294051.7981243571 79107.04583274617, 294756.86432996334 79460.65111475339, 294841.6502638776 80137.52392681874, 295373.24009234976 79966.44551476551, 297732.15504865086 80713.40824213182, 297928.34585176234 78980.43580983992, 299019.74741851335 79655.05208680034, 299077.7443595847 80223.27313252602, 299302.3467072884 80003.26210521278, 297607.51739518985 77750.63761222057))",-0.109820609499167,0.1749658250134866,-0.0721194984379194,0.0315845069795211,0.0163871565501453,0.0002706505383769,0.5583370967353167,0.1749658250134866,-0.5065473468325312,0.0315845069795211,5.0,0.0006424257998201,1,103.0,0.0,60.0,0.0,30.0,0.0,80.0,0.0,133.0,0.0,282.5,0.0,222.5,0.0,EX25DW,23.0,0.0971995578051914,0.0002706505383769,0.6681577062344838,0.0,-0.4344278483946118,0.0,5.0,0.0007066139061616,1,145.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,175.9,0.0,,,,,PL68DH,65.9,0.080812401255046,0.0
2300,Teignbridge 005B,E01020230,295486,77481,d175257a-4d40-4cdb-b7c2-3fed4b824bd9,50.58766,-3.47776,"POLYGON ((296083.6537864195 77667.91900169547, 295683.2281372735 77372.05406267676, 296385.12975151016 77079.6658734449, 295740.03263184824 76810.6151286686, 295254.2350884916 77029.28984908175, 295206.0345466256 78183.62119148707, 296083.6537864195 77667.91900169547))",,0.0,,0.0,,0.0,0.684792889255142,0.0,-0.52256723755205,0.0,2.666666667,0.0003426270932802,1,106.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,136.2,0.0,,,,,EX25DW,26.2,0.096178334717447,0.0,,,,,2.666666667,0.00037686075,1,142.7,,60.0,,30.0,,80.0,,,,,,,,PL68DH,62.7,,
2301,Teignbridge 005C,E01020231,297007,77798,86e296bf-882c-4494-86bc-f168cb40fc35,50.59078,-3.45637,"POLYGON ((297607.51739518985 77750.63761222057, 296688.10516946483 76951.1411000606, 296635.84758765216 76991.20790929074, 296851.91280944546 77492.16049428596, 296572.11417893646 77729.38617211892, 296623.27426526934 78380.86383690589, 297333.042358715 78309.62552153209, 297607.51739518985 77750.63761222057))",,,,,,,0.365980074161779,,-0.4685137487256403,,2.0,0.000256970319928,1,104.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,134.1,,283.6,,223.6,,EX25DW,24.1,0.0962482682690915,,,,,,2.0,0.0002826455624646,1,142.7,,60.0,,30.0,,80.0,,,,,,,,PL68DH,62.7,,
2302,Teignbridge 005D,E01020232,296212,77335,48442dbc-f0aa-45da-b6b0-fface657ba17,50.58648,-3.46747,"POLYGON ((296635.84758765216 76991.20790929074, 296385.12975151016 77079.6658734449, 295683.2281372735 77372.05406267676, 296083.6537864195 77667.91900169547, 296572.11417893646 77729.38617211892, 296851.91280944546 77492.16049428596, 296635.84758765216 76991.20790929074))",-0.3041631032998679,0.0,-0.0238133475818538,0.0,0.0135856901836838,0.0,0.3653518583371406,,-0.4653936604489406,,3.666666667,0.0004711122532442,1,105.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,135.1,,284.6,,224.6,,EX25DW,25.1,0.0956532439421976,,0.6695149616370085,0.0,-0.4415803128670867,0.0,3.666666667,0.0005181835312323,1,142.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,172.69999999999996,0.0,,,,,PL68DH,62.7,0.0820675537585137,0.0
2303,Teignbridge 006A,E01020228,296215,76661,7db5f876-8674-4345-be49-2d0040f4e3a6,50.58042,-3.46724,"POLYGON ((296635.84758765216 76991.20790929074, 296688.10516946483 76951.1411000606, 296193.1300529982 76194.07807472034, 296131.9790882015 76242.51706899455, 295740.03263184824 76810.6151286686, 296385.12975151016 77079.6658734449, 296635.84758765216 76991.20790929074))",0.0503857672029018,0.2084248262195709,0.1300577364557235,0.2254079086400691,-0.0274495059062455,0.0471554908248431,0.6047600044452547,0.1600657696197746,-0.5074164208770279,0.0303016333500443,5.333333333,0.0006852541864319,1,106.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,136.2,0.0,285.7,,225.7,,EX25DW,26.2,0.095883500644055,0.0005896681467841,0.5543742372423528,0.1334910393273181,-0.6374741573327514,0.223361895348802,5.333333333,0.0007537214998586,1,141.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,171.6,0.0,171.6,0.0,,,PL68DH,61.6,0.1233330065503005,0.0471518038510567
2304,Teignbridge 006B,E01020233,295479,75227,14634654-5dc2-4c26-bc88-1e942960dc1d,50.5674,-3.47722,"POLYGON ((295995.01094852557 76131.99122130199, 296131.9790882015 76242.51706899455, 296193.1300529982 76194.07807472034, 296080.75718860753 74730.29575624468, 295058.4271227574 73884.18081497774, 294762.5736315994 74159.91186760648, 295004.3479492604 74951.91042603325, 295004.1447181236 75121.12180333774, 294998.2711737062 75225.35560665824, 295052.92853123014 75251.46676366782, 295004.3507668687 75458.47356511635, 294998.70925177063 75486.9576137888, 295005.17989064194 75491.21543114432, 295071.16829183087 75887.39571317323, 295010.02670251904 76124.6130367635, 294999.02714818565 76166.61327472096, 294999.0280141317 76312.6131518704, 295022.02823228703 76325.61292626176, 295010.028088904 76355.61298156413, 294999.02834030206 76367.61324349343, 295322.02836185414 76390.61429257315, 295274.48508510634 75924.74567078735, 295995.01094852557 76131.99122130199))",,0.1819651397689619,,0.0208684785395645,,0.0020346577622814,0.5801897609520529,0.1819651397689619,-0.512941949877876,0.0208684785395645,4.333333333,0.0005567690264679,1,105.09999999999998,0.0,60.0,0.0,30.0,0.0,80.0,0.0,135.1,0.0,277.1,,217.1,,TQ27AA,25.1,0.0977723687662216,0.0020346577622814,,,,,4.333333333,0.0006123987186263,1,138.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,PL68DH,58.4,,
2305,Teignbridge 006C,E01020234,295653,76225,0e5bb8a2-e0c6-4ff0-8dfc-81e53f897564,50.5764,-3.47505,"POLYGON ((295995.01094852557 76131.99122130199, 295274.48508510634 75924.74567078735, 295322.02836185414 76390.61429257315, 295855.84111632436 76484.13483943124, 295995.01094852557 76131.99122130199))",-0.0841591118697208,0.2467489523056601,0.1611918773878776,0.2766455996382735,-0.0290200753452478,0.057913055823808,0.4707602792534621,0.1849637675023809,-0.4790722180172237,0.0355683808114158,2.333333333,0.0002997987065398,1,107.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,137.3,0.0,286.8,0.0,226.8,0.0,EX25DW,27.3,0.0948162528695876,0.000816149264471,0.554919391123183,0.1633200850332441,-0.6402640954051014,0.2743495545570906,2.333333333,0.0003297531561616,1,140.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,170.6,0.0,170.6,,,,PL68DH,60.6,0.1238363282148355,0.0579073046793719
2306,Teignbridge 006D,E01020235,294045,77291,6e368f11-0add-4f18-9d5f-35026602ffb7,50.58569,-3.49805,"POLYGON ((295254.2350884916 77029.28984908175, 295740.03263184824 76810.6151286686, 296131.9790882015 76242.51706899455, 295995.01094852557 76131.99122130199, 295855.84111632436 76484.13483943124, 295322.02836185414 76390.61429257315, 294999.02834030206 76367.61324349343, 295010.028088904 76355.61298156413, 295022.02823228703 76325.61292626176, 294999.0280141317 76312.6131518704, 294999.02714818565 76166.61327472096, 295010.02670251904 76124.6130367635, 295071.16829183087 75887.39571317323, 295005.68110048724 75860.46531806988, 294999.0578730835 75858.03639801181, 293488.85116153036 75164.3901509271, 292273.458969074 75350.04202573805, 291923.20277608815 76876.61338588886, 292567.99527601525 77183.80203692801, 294051.7981243571 79107.04583274617, 294885.0310411282 77054.30993017604, 295254.2350884916 77029.28984908175))",0.0903688895595882,0.1331951378446297,0.0583209059618893,0.2247151902292322,-0.0149412013376453,0.0474236212645872,0.6843380411691161,0.0,-0.5201430464894439,0.0,4.0,0.000513940639856,1,107.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,137.3,0.0,,,,,EX25DW,27.3,0.0957586608646702,0.0,0.5939691516095279,0.1331951378446297,-0.5784639524513332,0.2247151902292322,4.0,0.0005652911249293,1,139.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,169.5,0.0,169.5,,,,PL68DH,59.5,0.1106998622023155,0.0474236212645872
2307,Teignbridge 007A,E01020202,282124,77122,70ce9933-76cc-4b4b-9880-1f844d0bfeb2,50.58189,-3.66632,"POLYGON ((283889.0480643436 76425.49701691605, 283652.97523539764 76131.43910341038, 282870.38535938004 76468.29682827657, 282505.33772528806 75909.41332798201, 282427.7032398266 76024.79201501721, 281197.86701774894 76426.16670049715, 279810.83607298206 77683.86201228388, 279946.8415552971 78146.87001956804, 280654.85798983107 77392.85079519928, 281124.3031179073 77878.26870523408, 281324.87607778225 77864.85429351215, 281204.6701012278 77139.5142263248, 281528.59645474993 77371.80375761664, 281713.8836945657 77150.83721421499, 282159.4687251474 77768.17723928159, 282447.0724435946 77691.39703244594, 282585.62482109334 78166.60182765327, 283437.0688135331 78246.7512066075, 284113.1164664121 76810.64029998981, 283889.0480643436 76425.49701691605))",0.1333596736676839,0.164146838464744,0.2663267402364103,0.2048122692694172,-0.0561281854307053,0.0430595568348613,0.6416431926784529,0.1188586243468285,-0.5272982026551974,0.0125282937450155,8.0,0.0010278812797121,1,101.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,273.9,,213.9,,TQ27AA,21.9,0.0984179330532808,0.0015938426733049,0.508283519010769,0.1132113598379168,-0.7936249428916078,0.2044287345241047,8.0,0.0011305822498586,1,122.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,152.3,0.0,152.3,0.0,,,PL68DH,42.3,0.1545461184839861,0.0430300488071696
2308,Teignbridge 007B,E01020204,283039,75864,078b742f-ae01-4e81-b117-c867bcbb458f,50.57076,-3.65301,"POLYGON ((283652.97523539764 76131.43910341038, 282952.9303905273 75284.35194842197, 282505.33772528806 75909.41332798201, 282870.38535938004 76468.29682827657, 283652.97523539764 76131.43910341038))",0.058687226793006,0.2128811419582151,0.1664595715162116,0.2903680912185631,-0.0344580310437693,0.0610661592105607,0.624175206933846,0.1405266487336536,-0.5280306266151147,0.0143595840508821,2.666666667,0.0003426270932802,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,272.8,,212.8,,TQ27AA,20.8,0.0991247285679622,0.0019929141909694,0.5654879801408399,0.1599082286723296,-0.6944901981313263,0.2900128113442533,2.666666667,0.00037686075,1,121.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,151.2,0.0,151.2,,,,PL68DH,41.2,0.1335827596117316,0.0610336308419955
2309,Teignbridge 007C,E01020236,282036,74805,fc05520b-ced0-4dd1-b8a8-5f912621ed49,50.56104,-3.66683,"POLYGON ((282505.33772528806 75909.41332798201, 282952.9303905273 75284.35194842197, 282917.1178032826 75175.25158682105, 282420.20274443564 74194.58130437971, 281910.7520364486 74120.59166432318, 281751.23186735983 73582.10550577659, 281315.5002317757 73617.44265322818, 281134.13491566957 73841.30900805345, 281719.60069155676 74316.65891621777, 281534.0919392076 74748.80642939734, 281084.23466377513 74813.12656770888, 280915.60263682343 73828.294140885, 279498.0434633017 74083.73454907723, 279385.8027262498 74646.52104815451, 280265.5211790493 74713.02403794025, 280259.4545528708 75437.98625623842, 280780.2080321751 74927.58210999539, 282427.7032398266 76024.79201501721, 282505.33772528806 75909.41332798201))",-0.2011799362399772,0.181559547689221,-0.0229537784252682,0.0191372848050584,0.0106257461023254,0.0024346348987569,0.4769206225276669,0.181559547689221,-0.509935619530719,0.0191372848050584,3.0,0.000385455479892,1,101.90000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,273.9,0.0,213.9,0.0,TQ27AA,21.9,0.100626791375557,0.0024346348987569,0.6781005587676442,0.0,-0.4869818411054507,0.0,3.0,0.000423968343697,1,122.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,152.3,0.0,,,,,PL68DH,42.3,0.0900010452732316,0.0
2310,Teignbridge 007D,E01020237,277240,74638,de996291-0744-4979-8a0e-5bd8cec97046,50.55855,-3.73445,"POLYGON ((276342.5486027043 78316.7965960855, 278182.69490489876 77241.0607331334, 279018.9057286197 77384.87898623335, 280048.05321400694 76655.7307877983, 281197.86701774894 76426.16670049715, 282427.7032398266 76024.79201501721, 280780.2080321751 74927.58210999539, 280259.4545528708 75437.98625623842, 280265.5211790493 74713.02403794025, 279385.8027262498 74646.52104815451, 279498.0434633017 74083.73454907723, 280915.60263682343 73828.294140885, 281084.23466377513 74813.12656770888, 281534.0919392076 74748.80642939734, 281719.60069155676 74316.65891621777, 281134.13491566957 73841.30900805345, 281315.5002317757 73617.44265322818, 281751.23186735983 73582.10550577659, 281910.7520364486 74120.59166432318, 282420.20274443564 74194.58130437971, 282091.2071934546 73099.73327945062, 282417.9077736478 71879.38985261263, 281691.6037445454 71566.5422945444, 280658.45784283476 70413.28981179994, 280156.2675507631 70830.11509698618, 278665.0164564634 71095.39120586897, 279172.6702922717 71913.45995668537, 278811.6375682885 72435.42719716823, 278747.1797761589 73469.09137181312, 275729.99549561995 73682.4128737908, 275213.4749734832 73996.98428262878, 275089.5906859189 74806.55967968254, 273995.012280109 75722.19734312946, 274237.3029888113 76030.08688958376, 274044.49117695563 76456.47295390008, 274347.8713122321 76502.67376236769, 274998.70994309324 78308.92113181134, 275014.7758421113 78317.4715906716, 275237.31345019245 78859.60788481982, 276342.5486027043 78316.7965960855))",0.0066923304874978,0.0,-0.0355853964465993,0.0,0.0061772894442154,0.0,0.684792889255142,,-0.52256723755205,,4.333333333,0.0005567690264679,1,106.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,136.2,,,,,,TQ27AA,26.2,0.096178334717447,,0.6781005587676442,0.0,-0.4869818411054507,0.0,4.333333333,0.0006123987186263,1,122.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,152.3,0.0,,,,,PL68DH,42.3,0.0900010452732316,0.0
2311,Teignbridge 008A,E01020265,293458,74617,757f2fd8-ab89-4940-8410-bf63154372c3,50.56155,-3.50558,"POLYGON ((293488.85116153036 75164.3901509271, 293931.7933290002 74943.44788692024, 294012.97653439816 74211.95748774696, 293349.67979190784 73894.99344190332, 293251.2802309675 74386.54935476935, 292499.77186967555 74989.61359687065, 292273.458969074 75350.04202573805, 293488.85116153036 75164.3901509271))",0.0098137776785731,0.2250224148937967,0.2052126390767829,0.2276473983558611,-0.0404234652079516,0.047894832849727,0.5287577207175361,0.1816994600081412,-0.5125229552021371,0.0197343566861451,3.666666667,0.0004711122532442,1,103.0,0.0,60.0,0.0,30.0,0.0,80.0,0.0,133.0,0.0,275.0,0.0,215.0,0.0,TQ27AA,23.0,0.0993862946022611,0.0022967935832109,0.518943943038963,0.1327418300212327,-0.71773559427892,0.2267904167824913,3.666666667,0.0005181835312323,1,136.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,166.3,0.0,166.3,0.0,,,PL68DH,56.3,0.1398097598102128,0.0478397298585539
2312,Teignbridge 008B,E01020266,293661,73811,af7f7c5c-e8ed-467c-93c8-d6d0c6a9bfee,50.55434,-3.50248,"POLYGON ((294100.1102763207 74211.29415689135, 293839.60021103115 73733.5149788156, 294116.8028887555 73435.54339361531, 294057.8759292679 73194.77771023192, 293700.00247707585 73473.62441034897, 293411.60174333234 73278.88846026393, 293204.08873637975 73871.59710485008, 293349.67979190784 73894.99344190332, 294012.97653439816 74211.95748774696, 294100.1102763207 74211.29415689135))",0.0097437486535669,0.2588912436734399,0.2055545126692926,0.228711557082074,-0.0404803677395523,0.0480758560782599,0.5293323493938261,0.22236412488455,-0.5154600777975985,0.0234382914173555,3.333333333,0.0004282838665039,1,101.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,273.9,,213.9,,TQ27AA,21.9,0.0999239728184691,0.0029818066059635,0.5195886007402591,0.1325853386129429,-0.7210145904668911,0.2275074127107552,3.333333333,0.000471075937394,1,135.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,165.2,0.0,165.2,0.0,,,PL68DH,55.2,0.1404043405580215,0.0479832967502462
2313,Teignbridge 008C,E01020267,294155,73679,f25519a0-cda4-4af4-ae33-a7aefdfa2ece,50.55324,-3.49547,"POLYGON ((294762.5736315994 74159.91186760648, 295058.4271227574 73884.18081497774, 295075.18384635047 73875.97262598781, 295089.9018619104 73867.22972877388, 294581.1975806935 73260.46469230109, 294259.27017925336 73144.80901291667, 294116.8028887555 73435.54339361531, 293839.60021103115 73733.5149788156, 294100.1102763207 74211.29415689135, 294365.0075073354 73391.6212640939, 294762.5736315994 74159.91186760648))",-0.1071836620796503,0.2262556308283097,0.148289112096056,0.2782856865559675,-0.0256187839568992,0.0586252170570142,0.4500795466070536,0.157356348220965,-0.5039777280933646,0.0170904542175449,5.333333333,0.0006852541864319,1,103.0,0.0,60.0,0.0,30.0,0.0,80.0,0.0,133.0,0.0,275.0,0.0,215.0,0.0,TQ27AA,23.0,0.100380835397416,0.0019890815903098,0.557263208686704,0.1625748755376388,-0.6522668401894206,0.2777603998351172,5.333333333,0.0007537214998586,1,136.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,166.3,0.0,166.3,,,,PL68DH,56.3,0.1259996193543152,0.0585914637930229
2314,Teignbridge 008D,E01020268,294362,74737,4f6986f8-b5e7-4b2c-b8be-39c0b84e572b,50.56279,-3.49285,"POLYGON ((295052.92853123014 75251.46676366782, 294998.2711737062 75225.35560665824, 295004.1447181236 75121.12180333774, 295004.3479492604 74951.91042603325, 294762.5736315994 74159.91186760648, 294365.0075073354 73391.6212640939, 294100.1102763207 74211.29415689135, 294012.97653439816 74211.95748774696, 293931.7933290002 74943.44788692024, 293488.85116153036 75164.3901509271, 294999.0578730835 75858.03639801181, 295005.68110048724 75860.46531806988, 295071.16829183087 75887.39571317323, 295005.17989064194 75491.21543114432, 294998.70925177063 75486.9576137888, 295004.3507668687 75458.47356511635, 295052.92853123014 75251.46676366782))",,,,,,,,,,,3.666666667,0.0004711122532442,1,103.0,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,TQ27AA,23.0,,,0.6717567119030066,,-0.4534085134843773,,3.666666667,0.0005181835312323,1,137.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,167.4,,,,,,PL68DH,57.4,0.0841400514850867,
2315,Teignbridge 008E,E01020270,292908,74282,acd1616d-7368-4f8b-a554-f24ea7f55e57,50.55843,-3.51324,"POLYGON ((293349.67979190784 73894.99344190332, 293204.08873637975 73871.59710485008, 293110.7979798936 73781.24560395806, 292891.63268351613 73579.99956442733, 292742.7362539923 73779.5104384346, 292499.77186967555 74989.61359687065, 293251.2802309675 74386.54935476935, 293349.67979190784 73894.99344190332))",0.0143465243623763,0.0,-0.0761728746773147,0.0,0.0132463191605828,0.0,0.6865675299923039,0.0,-0.5320334525982371,0.0,2.666666667,0.0003426270932802,1,101.90000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,,,,,TQ27AA,21.9,0.0978155171472054,0.0,0.6722210056299275,0.0,-0.4558605779209224,0.0,2.666666667,0.00037686075,1,136.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,166.3,0.0,,,,,PL68DH,56.3,0.0845691979866226,0.0
2316,Teignbridge 009A,E01020250,287400,73290,f7e04701-8c40-4923-8794-f2278b3e4768,50.54848,-3.59067,"POLYGON ((287673.0835176452 73239.71780676988, 287138.0424771865 73060.44286201839, 287170.3059897372 73328.63495646825, 287014.4752303484 73791.95438451579, 287339.0749933544 73888.77051222709, 287673.0835176452 73239.71780676988))",,0.1610654567596121,,0.2846863658381222,,0.0599748982275178,,,,,5.666666667,0.0007280825731722,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,TQ27AA,15.5,,,0.5619488023794508,0.1610654567596121,-0.6763008068618683,0.2846863658381222,5.666666667,0.000800829093697,1,127.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,157.7,0.0,157.7,,,,PL68DH,47.7,0.1303211713810003,0.0599748982275178
2317,Teignbridge 009B,E01020252,287424,72448,7f3eec69-9e57-41da-a3a0-46d7eeb06577,50.54092,-3.59008,"POLYGON ((288278.1626137684 72530.21241271141, 288112.4153135229 72262.06666423849, 288087.89813985815 72253.30486713597, 287367.0409307444 72217.31767924235, 287872.9206998354 72176.23424139831, 287635.8478776078 72087.86646597943, 287500.41421303665 71888.94751762907, 286985.88268213946 71653.46740119552, 286973.7345926004 71692.28567634078, 286622.6128467421 72356.47638048299, 287138.0424771865 73060.44286201839, 287673.0835176452 73239.71780676988, 288278.1626137684 72530.21241271141))",,0.1808653007692649,,0.0161761639658453,,0.0031165910861696,0.5843658030683462,0.1808653007692649,-0.5345588090713335,0.0161761639658453,4.0,0.000513940639856,1,96.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,126.5,0.0,268.5,,208.5,,TQ27AA,16.5,0.1016632785027633,0.0031165910861696,,,,,4.0,0.0005652911249293,1,127.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,PL68DH,47.7,,
2318,Teignbridge 009C,E01020253,287245,74220,38435bb2-aa0e-4cbb-9ae8-e9117f8e99fa,50.55681,-3.59314,"POLYGON ((286916.1836600031 74098.67125567576, 287195.97118715197 74605.64082297464, 287570.8474927668 74093.17760141977, 287339.0749933544 73888.77051222709, 287014.4752303484 73791.95438451579, 286916.1836600031 74098.67125567576))",,,,,,,,,,,1.0,0.000128485159964,1,97.6,,60.0,,30.0,,80.0,,,,,,,,TQ27AA,17.6,,,,,,,1.0,0.0001413227812323,1,127.7,,60.0,,30.0,,80.0,,,,,,,,PL68DH,47.7,,
2319,Teignbridge 009D,E01020254,286873,73679,d24aa70e-2fa0-49e2-a8e3-a07ba03b95b7,50.55188,-3.59822,"POLYGON ((286646.8092394151 73456.94487455784, 286695.90484066546 73958.31409199859, 286916.1836600031 74098.67125567576, 287014.4752303484 73791.95438451579, 287170.3059897372 73328.63495646825, 286646.8092394151 73456.94487455784))",0.2399932326542627,,0.337416590571987,,-0.0735443049165593,,0.6887884331545439,,-0.5438981216914698,,1.666666667,0.0002141419333162,1,96.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,126.5,,,,,,TQ27AA,16.5,0.0998639138002093,,0.4487952005002811,,-0.8813147122634568,,1.666666667,0.0002355379687676,1,126.6,,60.0,,30.0,,80.0,,156.6,,156.6,,,,PL68DH,46.6,0.1734082187167686,
