from_postcode,B152TH,B714HJ,B95SS,BA13NG,BA214AT,BB23HH,BD96RJ,BH77DW,BL97TD,BN112DH,BN212UD,BN25BE,BR68ND,BS105NB,BS234TQ,BS28HW,CA27HY,CB20QQ,CF144XW,CF311RQ,CF479DT,CH21UL,CH495PE,CM17ET,CO45JL,CT13NG,CT94AN,CV107DJ,CV22DX,CV345BW,CW14QJ,DA28DA,DE223NE,DH15TW,DN157BH,DN25LT,DT12JY,DY12HQ,E11BB,EX25DW,EX314JB,FY38NR,GL13NN,GU167UJ,HA13UJ,HP112TT,HR12ER,HU32JZ,HX30PW,IP332QZ,IP45PD,KT160PZ,KT187EG,L355DR,L78XP,L97AL,LA144LF,LA14RP,LE15WW,LL137TD,LL185UJ,LL572PW,LN25QY,LS13EX,LU40DZ,M68HD,ME169QQ,MK429DJ,MK65LD,NE14LP,NE236NZ,NG174JL,NG72UH,NN15BD,NP448YN,NR316LA,NR47UY,NW12BU,OX39DU,PE304ET,PE39GZ,PL68DH,PO196SE,PO305TG,PO63LY,PR29HT,PR86PN,RG15AN,RH15RH,RH164EX,RM70AG,S102JF,S445BL,S752EP,SA148QF,SA312AF,SA612PZ,SA66NL,SE59RW,SG14AB,SK27JE,SL24HL,SN36BB,SO166YD,SO225DG,SP28BJ,SR47TP,SS00RY,SS165NL,ST46QG,SW170QT,SW66SX,SY231ER,TA15DA,TF16TF,TN240LZ,TQ27AA,TR13LQ,TS198PE,TS43BW,WD180HB,WF14DG,WR51DD,WV100QP,YO318HE
NG72UH,68.1,64.9,57.4,157.2,204.5,125.0,90.6,201.3,103.5,191.6,207.7,192.7,163.7,141.1,159.4,141.1,195.9,114.3,165.8,180.9,164.8,118.6,123.9,156.2,168.0,192.7,210.9,54.1,55.2,65.9,86.4,149.7,27.3,147.6,76.7,56.3,230.3,74.5,141.1,207.7,231.3,147.6,111.1,143.3,122.9,125.0,121.8,96.0,91.7,139.0,170.1,133.6,148.6,113.2,120.7,119.6,193.8,148.6,42.3,113.2,145.4,180.9,57.4,79.9,94.9,104.6,170.1,94.9,83.1,161.5,171.2,29.4,0.0,72.4,156.2,173.3,142.2,132.5,110.0,100.3,73.5,251.7,200.2,277.5,191.6,131.5,131.5,146.5,157.2,180.9,143.3,53.1,38.0,59.5,204.5,220.6,252.8,195.9,143.3,116.4,88.5,127.2,141.1,177.6,165.8,188.4,157.2,161.5,148.6,68.1,151.9,139.0,185.2,181.9,85.3,187.3,226.0,305.4,140.0,135.8,114.3,71.3,86.4,71.3,97.1
NN15BD,71.3,68.1,60.6,128.2,176.6,161.5,145.4,149.7,150.8,135.8,151.9,136.8,107.8,129.3,151.9,128.2,238.9,72.4,159.4,174.4,163.7,147.6,152.9,100.3,123.9,136.8,155.1,47.7,43.4,49.8,115.3,93.9,75.6,203.4,131.5,111.1,178.7,77.8,85.3,200.2,222.7,175.5,102.5,87.4,67.0,73.5,120.7,151.9,146.5,97.1,128.2,77.8,92.8,141.1,149.7,148.6,222.7,177.6,48.8,135.8,174.4,208.8,107.8,135.8,39.1,142.2,114.3,39.1,27.3,217.4,226.0,84.2,72.4,0.0,149.7,158.3,130.4,76.7,58.4,91.7,54.1,244.2,144.3,221.7,135.8,159.4,160.5,90.6,101.4,125.0,87.4,108.9,92.8,114.3,203.4,220.6,251.7,194.8,88.5,60.6,141.1,71.3,88.5,126.1,114.3,135.8,212.0,105.7,92.8,99.2,96.0,83.1,190.5,174.4,91.7,131.5,218.5,296.9,195.9,190.5,58.4,126.1,85.3,74.5,151.9
NP448YN,106.8,105.7,114.3,56.3,98.2,203.4,221.7,156.2,192.7,185.2,202.3,187.3,170.1,41.2,54.1,41.2,280.7,191.6,26.2,41.2,43.4,162.6,194.8,190.5,213.1,204.5,223.8,123.9,127.2,108.9,156.2,170.1,148.6,287.2,216.3,195.9,119.6,106.8,159.4,101.4,125.0,217.4,60.6,123.9,139.0,125.0,52.0,235.6,210.9,220.6,233.5,128.2,142.2,183.0,191.6,189.5,264.6,219.5,143.3,145.4,185.2,203.4,202.3,219.5,152.9,183.0,174.4,161.5,144.3,301.2,310.8,168.0,157.2,149.7,0.0,281.8,253.9,150.8,108.9,226.0,187.3,145.4,161.5,232.4,145.4,201.3,202.3,106.8,151.9,174.4,175.5,192.7,176.6,199.1,72.4,89.6,120.7,63.8,154.0,160.5,183.0,123.9,69.2,132.5,120.7,106.8,295.8,194.8,181.9,141.1,155.1,141.1,122.9,75.6,132.5,192.7,119.6,199.1,279.7,275.4,144.3,210.9,81.0,116.4,236.7
NR316LA,208.8,205.6,198.0,260.3,284.0,272.2,230.3,249.6,250.7,218.5,228.1,214.2,166.9,261.4,284.0,260.3,329.1,105.7,291.5,306.5,301.2,285.0,290.4,123.9,94.9,194.8,213.1,185.2,180.9,193.8,252.8,151.9,213.1,281.8,183.0,189.5,278.6,215.2,151.9,332.3,354.8,291.5,247.4,185.2,162.6,174.4,258.2,199.1,231.3,86.4,75.6,175.5,187.3,278.6,287.2,286.1,338.7,293.6,177.6,274.3,311.9,347.3,151.9,220.6,152.9,255.0,172.3,133.6,148.6,294.7,304.4,175.5,173.3,158.3,281.8,0.0,41.2,162.6,193.8,84.2,119.6,376.3,233.5,319.4,233.5,275.4,297.9,188.4,181.9,201.3,145.4,201.3,193.8,203.4,337.7,354.8,386.0,329.1,164.8,128.2,242.1,169.0,221.7,226.0,217.4,246.4,290.4,137.9,135.8,236.7,174.4,176.6,328.0,306.5,229.2,189.5,350.6,429.0,273.2,268.9,156.2,214.2,222.7,212.0,230.3
NR47UY,181.9,177.6,171.2,233.5,256.0,242.1,200.2,222.7,220.6,190.5,201.3,186.2,139.0,234.6,257.1,232.4,299.0,78.8,264.6,279.7,274.3,258.2,263.6,117.5,79.9,166.9,186.2,157.2,154.0,165.8,224.9,125.0,186.2,251.7,152.9,159.4,250.7,187.3,123.9,304.4,328.0,261.4,220.6,157.2,135.8,147.6,231.3,169.0,201.3,58.4,69.2,148.6,159.4,251.7,259.3,258.2,308.7,263.6,150.8,246.4,285.0,319.4,120.7,189.5,125.0,224.9,145.4,106.8,120.7,264.6,274.3,145.4,143.3,131.5,253.9,41.2,0.0,135.8,165.8,54.1,89.6,349.5,205.6,292.6,205.6,245.3,270.0,161.5,155.1,174.4,118.6,171.2,163.7,173.3,310.8,326.9,359.1,302.2,137.9,101.4,212.0,142.2,194.8,199.1,189.5,219.5,260.3,123.9,123.9,209.9,146.5,148.6,301.2,278.6,201.3,162.6,322.6,402.1,243.2,238.9,128.2,184.1,195.9,185.2,200.2
NW12BU,130.4,129.3,121.8,129.3,152.9,222.7,206.6,118.6,212.0,94.9,105.7,90.6,46.6,130.4,152.9,129.3,300.1,74.5,160.5,175.5,185.2,208.8,214.2,64.9,87.4,84.2,102.5,107.8,104.6,104.6,175.5,43.4,136.8,264.6,192.7,172.3,147.6,139.0,15.5,201.3,223.8,236.7,120.7,54.1,25.1,45.5,161.5,212.0,207.7,101.4,107.8,44.5,44.5,202.3,210.9,208.8,284.0,238.9,108.9,197.0,235.6,270.0,164.8,195.9,46.6,202.3,60.6,68.1,62.7,277.5,287.2,145.4,133.6,76.7,150.8,161.5,133.6,0.0,69.2,127.2,100.3,245.3,111.1,188.4,102.5,220.6,221.7,58.4,59.5,78.8,39.1,169.0,154.0,175.5,206.6,223.8,256.0,199.1,21.9,47.7,202.3,38.0,90.6,94.9,86.4,115.3,273.2,65.9,52.0,160.5,30.5,20.8,251.7,175.5,151.9,78.8,219.5,297.9,256.0,251.7,34.8,187.3,135.8,135.8,213.1
OX39DU,81.0,88.5,79.9,90.6,136.8,181.9,183.0,110.0,171.2,115.3,132.5,117.5,100.3,91.7,114.3,90.6,259.3,107.8,121.8,136.8,140.0,168.0,173.3,106.8,129.3,134.7,154.0,77.8,71.3,56.3,134.7,100.3,110.0,241.0,170.1,149.7,139.0,88.5,78.8,161.5,185.2,195.9,62.7,67.0,58.4,35.9,103.5,189.5,185.2,133.6,149.7,58.4,72.4,161.5,170.1,168.0,243.2,198.0,86.4,156.2,194.8,229.2,145.4,173.3,69.2,161.5,104.6,70.2,52.0,255.0,264.6,121.8,111.1,58.4,112.1,193.8,165.8,69.2,0.0,141.1,103.5,206.6,115.3,186.2,99.2,179.8,180.9,56.3,82.1,105.7,93.9,146.5,130.4,152.9,168.0,185.2,216.3,159.4,79.9,76.7,161.5,49.8,49.8,86.4,74.5,97.1,249.6,111.1,98.2,119.6,81.0,67.0,210.9,135.8,111.1,122.9,180.9,259.3,233.5,229.2,60.6,164.8,86.4,94.9,190.5
PE304ET,142.2,139.0,131.5,212.0,244.2,200.2,158.3,210.9,178.7,184.1,194.8,179.8,132.5,212.0,230.3,210.9,258.2,64.9,235.6,250.7,234.6,208.8,214.2,110.0,103.5,160.5,179.8,117.5,114.3,126.1,175.5,118.6,120.7,209.9,112.1,118.6,238.9,148.6,117.5,277.5,301.2,220.6,180.9,145.4,122.9,135.8,191.6,128.2,159.4,63.8,93.9,136.8,152.9,200.2,207.7,206.6,266.8,222.7,94.9,206.6,234.6,270.0,79.9,148.6,107.8,183.0,137.9,89.6,103.5,223.8,233.5,104.6,101.4,92.8,226.0,84.2,54.1,128.2,141.1,0.0,47.7,321.6,199.1,280.7,193.8,204.5,218.5,149.7,148.6,168.0,112.1,129.3,122.9,131.5,274.3,290.4,322.6,265.7,131.5,89.6,170.1,130.4,171.2,187.3,177.6,207.7,218.5,129.3,117.5,157.2,140.0,136.8,261.4,251.7,161.5,156.2,295.8,375.3,202.3,198.0,116.4,142.2,156.2,145.4,158.3
PE39GZ,103.5,99.2,92.8,174.4,216.3,183.0,141.1,181.9,161.5,165.8,181.9,168.0,119.6,172.3,190.5,172.3,241.0,56.3,197.0,212.0,195.9,179.8,185.2,98.2,111.1,148.6,166.9,78.8,74.5,87.4,146.5,105.7,93.9,192.7,110.0,101.4,210.9,108.9,105.7,238.9,261.4,203.4,142.2,117.5,94.9,106.8,152.9,126.1,143.3,82.1,112.1,108.9,122.9,173.3,180.9,179.8,250.7,205.6,56.3,168.0,206.6,241.0,69.2,131.5,70.2,165.8,126.1,52.0,65.9,206.6,216.3,87.4,75.6,55.2,187.3,120.7,90.6,100.3,103.5,48.8,0.0,282.9,174.4,252.8,165.8,187.3,191.6,121.8,132.5,155.1,99.2,112.1,104.6,114.3,235.6,251.7,284.0,227.0,112.1,61.6,154.0,101.4,133.6,158.3,149.7,179.8,202.3,117.5,104.6,131.5,121.8,108.9,222.7,213.1,122.9,143.3,257.1,335.5,185.2,180.9,88.5,125.0,116.4,105.7,142.2
PL68DH,202.3,201.3,209.9,151.9,110.0,300.1,318.3,157.2,288.3,232.4,267.9,250.7,264.6,135.8,108.9,134.7,376.3,286.1,156.2,171.2,180.9,286.1,291.5,285.0,308.7,300.1,318.3,220.6,222.7,204.5,252.8,265.7,244.2,383.8,311.9,291.5,117.5,202.3,255.0,59.5,90.6,314.0,156.2,203.4,234.6,220.6,184.1,332.3,307.6,316.2,329.1,223.8,237.8,279.7,287.2,286.1,360.2,316.2,239.9,274.3,311.9,347.3,299.0,316.2,247.4,279.7,270.0,257.1,238.9,396.7,406.4,264.6,252.8,245.3,146.5,377.4,349.5,246.4,204.5,321.6,282.9,0.0,208.8,279.7,192.7,297.9,297.9,202.3,247.4,270.0,271.1,288.3,273.2,294.7,202.3,219.5,250.7,193.8,249.6,256.0,278.6,219.5,164.8,177.6,187.3,161.5,392.4,290.4,277.5,237.8,250.7,236.7,261.4,86.4,229.2,288.3,53.1,75.6,375.3,371.0,239.9,306.5,177.6,212.0,332.3
PO196SE,178.7,185.2,177.6,122.9,123.9,279.7,274.3,71.3,268.9,32.6,67.0,50.9,90.6,141.1,163.7,140.0,357.0,146.5,171.2,186.2,195.9,265.7,271.1,123.9,146.5,126.1,144.3,175.5,169.0,152.9,232.4,90.6,204.5,332.3,260.3,239.9,99.2,186.2,111.1,164.8,201.3,293.6,140.0,72.4,100.3,101.4,183.0,280.7,275.4,173.3,166.9,76.7,72.4,259.3,266.8,265.7,340.9,295.8,177.6,253.9,292.6,326.9,236.7,264.6,114.3,259.3,96.0,135.8,130.4,345.2,354.8,213.1,201.3,144.3,161.5,233.5,205.6,112.1,115.3,199.1,174.4,208.8,0.0,114.3,27.3,277.5,277.5,89.6,69.2,55.2,108.9,236.7,221.7,243.2,217.4,234.6,265.7,209.9,98.2,121.8,258.2,91.7,101.4,47.7,52.0,68.1,340.9,120.7,107.8,217.4,93.9,94.9,277.5,151.9,208.8,114.3,183.0,261.4,323.7,319.4,105.7,255.0,161.5,191.6,280.7
PO305TG,248.5,255.0,246.4,192.7,193.8,349.5,350.6,140.0,337.7,136.8,172.3,155.1,186.2,210.9,233.5,209.9,425.7,411.8,241.0,256.0,265.7,335.5,340.9,218.5,241.0,220.6,239.9,245.3,238.9,222.7,302.2,186.2,277.5,408.6,336.6,316.2,169.0,256.0,188.4,234.6,271.1,363.4,209.9,148.6,176.6,177.6,252.8,355.9,351.6,258.2,262.5,152.9,216.3,329.1,336.6,335.5,409.6,365.6,252.8,323.7,361.3,396.7,313.0,340.9,190.5,329.1,190.5,212.0,206.6,421.4,431.1,289.3,277.5,220.6,231.3,319.4,291.5,188.4,185.2,279.7,250.7,278.6,113.2,0.0,98.2,347.3,347.3,159.4,168.0,159.4,204.5,313.0,297.9,319.4,287.2,304.4,335.5,278.6,181.9,198.0,328.0,168.0,171.2,117.5,121.8,137.9,417.1,216.3,202.3,287.2,171.2,171.2,346.3,221.7,278.6,351.6,252.8,331.2,920.8,395.7,181.9,331.2,230.3,261.4,357.0
PO63LY,162.6,170.1,161.5,107.8,108.9,263.6,263.6,55.2,252.8,50.9,85.3,69.2,99.2,126.1,148.6,123.9,340.9,142.2,155.1,170.1,180.9,249.6,255.0,132.5,155.1,134.7,152.9,160.5,152.9,137.9,217.4,100.3,191.6,321.6,250.7,230.3,83.1,171.2,102.5,148.6,185.2,277.5,123.9,61.6,90.6,90.6,168.0,270.0,265.7,172.3,175.5,67.0,72.4,243.2,251.7,250.7,324.8,279.7,166.9,237.8,276.4,310.8,226.0,253.9,103.5,244.2,104.6,126.1,120.7,335.5,345.2,202.3,191.6,134.7,145.4,232.4,205.6,102.5,100.3,192.7,164.8,192.7,27.3,99.2,0.0,261.4,262.5,74.5,82.1,73.5,117.5,227.0,210.9,233.5,202.3,218.5,250.7,193.8,94.9,111.1,243.2,82.1,86.4,31.6,35.9,52.0,331.2,129.3,116.4,201.3,85.3,85.3,261.4,136.8,193.8,122.9,166.9,246.4,314.0,309.7,96.0,245.3,145.4,176.6,271.1
PR29HT,116.4,108.9,116.4,203.4,250.7,27.3,75.6,273.2,45.5,277.5,293.6,278.6,253.9,188.4,206.6,188.4,91.7,212.0,213.1,228.1,212.0,68.1,63.8,245.3,268.9,281.8,300.1,129.3,131.5,140.0,69.2,238.9,111.1,123.9,117.5,102.5,272.2,114.3,230.3,255.0,277.5,27.3,158.3,229.2,212.0,197.0,168.0,125.0,64.9,237.8,267.9,219.5,234.6,47.7,54.1,45.5,75.6,30.5,144.3,79.9,94.9,130.4,143.3,75.6,184.1,41.2,259.3,184.1,173.3,146.5,156.2,117.5,132.5,162.6,203.4,276.4,246.4,221.7,181.9,204.5,187.3,299.0,279.7,350.6,263.6,0.0,41.2,218.5,243.2,266.8,232.4,94.9,111.1,88.5,250.7,223.8,260.3,243.2,233.5,206.6,55.2,210.9,188.4,249.6,237.8,241.0,142.2,250.7,237.8,75.6,241.0,228.1,174.4,228.1,117.5,276.4,273.2,351.6,130.4,133.6,203.4,81.0,132.5,106.8,105.7
PR86PN,115.3,108.9,115.3,203.4,250.7,47.7,88.5,273.2,58.4,276.4,292.6,278.6,252.8,188.4,206.6,187.3,122.9,212.0,212.0,227.0,210.9,61.6,49.8,245.3,267.9,280.7,300.1,129.3,131.5,140.0,68.1,238.9,110.0,170.1,131.5,116.4,272.2,113.2,229.2,253.9,277.5,58.4,157.2,228.1,212.0,197.0,168.0,139.0,77.8,237.8,267.9,219.5,233.5,36.9,40.2,31.6,106.8,62.7,144.3,73.5,88.5,123.9,156.2,88.5,183.0,49.8,258.2,184.1,172.3,183.0,192.7,134.7,131.5,161.5,202.3,297.9,270.0,221.7,180.9,217.4,191.6,297.9,278.6,349.5,262.5,40.2,0.0,217.4,243.2,265.7,232.4,106.8,116.4,101.4,250.7,217.4,253.9,242.1,232.4,205.6,63.8,210.9,187.3,249.6,237.8,241.0,178.7,249.6,237.8,74.5,241.0,228.1,168.0,228.1,117.5,276.4,272.2,351.6,161.5,157.2,203.4,93.9,132.5,105.7,118.6
RG15AN,118.6,125.0,117.5,85.3,116.4,219.5,220.6,83.1,208.8,93.9,111.1,96.0,78.8,86.4,108.9,85.3,295.8,100.3,116.4,131.5,141.1,205.6,210.9,99.2,121.8,113.2,132.5,115.3,108.9,92.8,172.3,78.8,147.6,278.6,207.7,186.2,112.1,126.1,68.1,157.2,179.8,233.5,85.3,32.6,47.7,33.7,128.2,227.0,221.7,129.3,142.2,36.9,50.9,199.1,206.6,205.6,280.7,235.6,123.9,193.8,232.4,266.8,183.0,210.9,61.6,199.1,83.1,83.1,77.8,292.6,302.2,159.4,148.6,91.7,106.8,190.5,162.6,59.5,57.4,150.8,121.8,201.3,88.5,159.4,72.4,217.4,217.4,0.0,60.6,84.2,84.2,184.1,168.0,190.5,162.6,179.8,210.9,154.0,63.8,69.2,198.0,32.6,46.6,59.5,49.8,79.9,287.2,103.5,91.7,157.2,63.8,49.8,221.7,131.5,148.6,101.4,175.5,253.9,271.1,265.7,53.1,201.3,105.7,131.5,227.0
RH15RH,141.1,148.6,140.0,129.3,143.3,242.1,229.2,110.0,231.3,55.2,65.9,50.9,41.2,130.4,152.9,129.3,319.4,97.1,160.5,175.5,185.2,228.1,233.5,73.5,97.1,76.7,94.9,131.5,127.2,116.4,194.8,41.2,160.5,287.2,216.3,195.9,137.9,148.6,55.2,200.2,223.8,256.0,128.2,44.5,56.3,56.3,172.3,235.6,231.3,122.9,117.5,31.6,25.1,221.7,230.3,228.1,303.3,258.2,132.5,216.3,255.0,289.3,191.6,219.5,69.2,221.7,46.6,90.6,86.4,301.2,310.8,168.0,157.2,100.3,150.8,184.1,156.2,58.4,79.9,149.7,130.4,245.3,70.2,166.9,79.9,239.9,241.0,57.4,0.0,39.1,59.5,192.7,176.6,199.1,206.6,223.8,255.0,198.0,45.5,76.7,221.7,47.7,90.6,86.4,76.7,106.8,295.8,71.3,58.4,179.8,38.0,45.5,265.7,174.4,171.2,64.9,219.5,297.9,279.7,275.4,60.6,210.9,146.5,155.1,236.7
RH164EX,165.8,173.3,164.8,154.0,168.0,266.8,253.9,117.5,256.0,41.2,44.5,36.9,60.6,155.1,177.6,154.0,344.1,116.4,185.2,200.2,209.9,252.8,258.2,92.8,115.3,94.9,114.3,156.2,152.9,141.1,220.6,60.6,185.2,311.9,241.0,220.6,145.4,174.4,79.9,226.0,248.5,280.7,154.0,70.2,81.0,81.0,197.0,260.3,256.0,142.2,136.8,57.4,50.9,246.4,255.0,253.9,328.0,282.9,157.2,242.1,279.7,315.1,216.3,244.2,93.9,247.4,64.9,116.4,111.1,325.9,335.5,192.7,181.9,125.0,175.5,202.3,175.5,79.9,105.7,168.0,155.1,270.0,55.2,160.5,74.5,264.6,265.7,83.1,40.2,0.0,78.8,217.4,201.3,223.8,231.3,248.5,280.7,223.8,67.0,102.5,246.4,72.4,115.3,93.9,98.2,114.3,321.6,90.6,76.7,204.5,62.7,70.2,291.5,200.2,197.0,83.1,244.2,322.6,304.4,300.1,86.4,235.6,171.2,179.8,261.4
RM70AG,143.3,139.0,132.5,154.0,176.6,233.5,216.3,143.3,222.7,94.9,104.6,90.6,43.4,155.1,177.6,154.0,310.8,59.5,185.2,200.2,209.9,219.5,224.9,36.9,59.5,71.3,89.6,118.6,115.3,121.8,186.2,28.4,147.6,274.3,191.6,183.0,172.3,148.6,29.4,226.0,248.5,247.4,145.4,78.8,48.8,70.2,192.7,207.7,218.5,86.4,79.9,69.2,63.8,213.1,220.6,219.5,294.7,249.6,119.6,207.7,246.4,280.7,162.6,206.6,56.3,213.1,48.8,78.8,73.5,288.3,297.9,155.1,144.3,87.4,175.5,146.5,118.6,40.2,93.9,112.1,99.2,270.0,110.0,205.6,118.6,231.3,231.3,82.1,59.5,77.8,0.0,179.8,163.7,186.2,231.3,248.5,279.7,223.8,40.2,54.1,213.1,62.7,115.3,119.6,110.0,140.0,284.0,40.2,27.3,171.2,48.8,50.9,262.5,200.2,162.6,67.0,244.2,322.6,266.8,262.5,48.8,198.0,157.2,145.4,223.8
S102JF,105.7,101.4,94.9,193.8,241.0,89.6,58.4,238.9,68.1,228.1,245.3,230.3,201.3,178.7,197.0,178.7,170.1,150.8,203.4,218.5,202.3,94.9,100.3,192.7,205.6,229.2,247.4,90.6,91.7,103.5,91.7,187.3,57.4,121.8,54.1,33.7,266.8,111.1,177.6,245.3,267.9,108.9,148.6,179.8,159.4,162.6,158.3,74.5,60.6,176.6,206.6,171.2,185.2,87.4,96.0,94.9,156.2,111.1,79.9,105.7,121.8,156.2,67.0,48.8,131.5,68.1,206.6,131.5,120.7,135.8,145.4,41.2,54.1,110.0,193.8,200.2,170.1,169.0,147.6,128.2,111.1,289.3,237.8,315.1,228.1,92.8,106.8,183.0,194.8,217.4,180.9,0.0,27.3,28.4,241.0,258.2,289.3,233.5,180.9,155.1,60.6,164.8,178.7,215.2,203.4,224.9,131.5,198.0,185.2,96.0,188.4,175.5,201.3,218.5,115.3,224.9,263.6,342.0,114.3,110.0,150.8,40.2,122.9,103.5,71.3
S445BL,89.6,85.3,78.8,177.6,224.9,106.8,71.3,222.7,84.2,212.0,228.1,214.2,185.2,162.6,180.9,162.6,176.6,143.3,187.3,202.3,186.2,103.5,108.9,177.6,200.2,213.1,231.3,74.5,75.6,87.4,98.2,170.1,41.2,129.3,57.4,36.9,250.7,94.9,161.5,228.1,251.7,126.1,132.5,163.7,143.3,146.5,142.2,77.8,72.4,169.0,200.2,155.1,169.0,97.1,104.6,103.5,173.3,128.2,63.8,114.3,130.4,164.8,60.6,61.6,115.3,82.1,190.5,115.3,104.6,143.3,151.9,25.1,38.0,93.9,177.6,193.8,163.7,152.9,130.4,121.8,104.6,273.2,220.6,299.0,212.0,110.0,115.3,166.9,178.7,201.3,164.8,27.3,0.0,41.2,224.9,242.1,273.2,216.3,164.8,137.9,62.7,148.6,162.6,199.1,187.3,208.8,137.9,181.9,169.0,79.9,172.3,159.4,198.0,202.3,99.2,208.8,247.4,325.9,121.8,116.4,134.7,52.0,106.8,86.4,77.8
S752EP,111.1,107.8,101.4,200.2,247.4,83.1,41.2,245.3,61.6,234.6,250.7,236.7,207.7,185.2,203.4,185.2,151.9,154.0,209.9,224.9,207.7,88.5,93.9,194.8,207.7,235.6,253.9,97.1,98.2,110.0,85.3,192.7,63.8,104.6,53.1,29.4,273.2,117.5,184.1,250.7,274.3,102.5,154.0,186.2,165.8,169.0,164.8,73.5,42.3,178.7,209.9,177.6,191.6,83.1,90.6,89.6,149.7,104.6,85.3,99.2,115.3,149.7,69.2,31.6,137.9,65.9,213.1,137.9,127.2,117.5,127.2,47.7,60.6,116.4,199.1,202.3,172.3,175.5,152.9,130.4,113.2,295.8,243.2,321.6,234.6,86.4,101.4,189.5,201.3,223.8,186.2,28.4,41.2,0.0,247.4,264.6,295.8,238.9,187.3,158.3,55.2,171.2,184.1,221.7,209.9,231.3,113.2,204.5,191.6,91.7,194.8,181.9,194.8,224.9,120.7,230.3,270.0,348.4,96.0,91.7,157.2,21.9,129.3,108.9,53.1
SA148QF,154.0,152.9,161.5,113.2,155.1,251.7,270.0,212.0,239.9,241.0,258.2,243.2,226.0,98.2,110.0,97.1,328.0,247.4,59.5,41.2,49.8,180.9,194.8,246.4,270.0,261.4,279.7,172.3,174.4,163.7,204.5,226.0,197.0,335.5,263.6,243.2,175.5,154.0,216.3,158.3,180.9,265.7,117.5,179.8,195.9,180.9,98.2,284.0,259.3,277.5,290.4,185.2,199.1,231.3,203.4,237.8,311.9,267.9,191.6,163.7,203.4,197.0,250.7,267.9,208.8,231.3,231.3,218.5,200.2,349.5,358.1,216.3,204.5,204.5,72.4,337.7,310.8,207.7,165.8,274.3,234.6,202.3,218.5,289.3,202.3,249.6,249.6,163.7,208.8,231.3,232.4,241.0,224.9,246.4,0.0,33.7,64.9,18.7,210.9,216.3,230.3,180.9,126.1,188.4,176.6,163.7,344.1,251.7,238.9,189.5,212.0,198.0,97.1,132.5,180.9,249.6,176.6,255.0,328.0,322.6,201.3,258.2,129.3,163.7,284.0
SA312AF,171.2,170.1,178.7,129.3,171.2,224.9,243.2,229.2,214.2,258.2,275.4,260.3,243.2,114.3,127.2,114.3,302.2,264.6,76.7,58.4,65.9,170.1,185.2,263.6,286.1,277.5,296.9,189.5,191.6,179.8,185.2,243.2,213.1,351.6,280.7,260.3,192.7,171.2,232.4,174.4,198.0,238.9,133.6,197.0,213.1,198.0,114.3,300.1,232.4,294.7,307.6,201.3,216.3,193.8,193.8,199.1,286.1,241.0,207.7,154.0,193.8,172.3,266.8,244.2,226.0,204.5,248.5,234.6,217.4,365.6,375.3,232.4,221.7,221.7,89.6,354.8,326.9,223.8,181.9,290.4,251.7,219.5,234.6,305.4,218.5,222.7,218.5,179.8,224.9,248.5,248.5,257.1,241.0,263.6,33.7,0.0,45.5,35.9,228.1,233.5,207.7,197.0,142.2,205.6,193.8,179.8,361.3,267.9,256.0,205.6,229.2,214.2,72.4,148.6,157.2,265.7,193.8,272.2,344.1,339.8,217.4,275.4,146.5,180.9,301.2
SA612PZ,203.4,202.3,210.9,161.5,203.4,261.4,279.7,261.4,249.6,290.4,307.6,292.6,275.4,146.5,159.4,146.5,337.7,296.9,107.8,90.6,98.2,206.6,220.6,295.8,318.3,309.7,329.1,220.6,222.7,212.0,252.8,275.4,245.3,383.8,313.0,292.6,224.9,203.4,264.6,206.6,230.3,275.4,165.8,229.2,244.2,230.3,146.5,332.3,268.9,325.9,338.7,233.5,247.4,230.3,230.3,234.6,321.6,277.5,239.9,189.5,202.3,197.0,299.0,279.7,258.2,241.0,279.7,266.8,249.6,397.8,407.5,264.6,253.9,252.8,121.8,387.1,359.1,256.0,214.2,322.6,284.0,250.7,266.8,337.7,250.7,259.3,255.0,212.0,257.1,279.7,280.7,289.3,273.2,295.8,65.9,45.5,0.0,68.1,259.3,265.7,244.2,229.2,174.4,237.8,226.0,212.0,392.4,300.1,287.2,237.8,260.3,246.4,96.0,180.9,193.8,297.9,224.9,304.4,376.3,372.0,249.6,307.6,177.6,213.1,333.4
SA66NL,146.5,145.4,154.0,104.6,146.5,243.2,261.4,204.5,232.4,233.5,250.7,235.6,218.5,89.6,102.5,89.6,320.5,239.9,52.0,33.7,41.2,181.9,197.0,238.9,261.4,252.8,272.2,164.8,166.9,155.1,197.0,218.5,188.4,326.9,256.0,235.6,168.0,146.5,207.7,149.7,173.3,257.1,108.9,172.3,187.3,173.3,89.6,275.4,251.7,270.0,282.9,176.6,190.5,222.7,231.3,229.2,304.4,259.3,183.0,165.8,205.6,199.1,242.1,259.3,201.3,223.8,222.7,209.9,192.7,340.9,350.6,207.7,197.0,197.0,64.9,330.1,302.2,199.1,157.2,265.7,227.0,194.8,209.9,280.7,193.8,241.0,242.1,155.1,200.2,223.8,223.8,232.4,216.3,238.9,18.7,35.9,67.0,0.0,203.4,208.8,222.7,172.3,117.5,180.9,169.0,155.1,336.6,243.2,231.3,180.9,203.4,189.5,99.2,123.9,173.3,241.0,168.0,247.4,319.4,315.1,192.7,250.7,120.7,156.2,276.4
