property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,utility_shift,utility_shift,mRS shift,mRS shift,mRS 0-2,mRS 0-2
scenario,,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 001B,E01029259,18.7,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,98.7,0,128.7,0,,,,,-0.5390674957331283,0.0,0.09903040499309557,0.0,0.6878846615841877,0.0,3.0,0.00038545547989207247,72.4,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,152.4,0,182.4,0,,,182.4,,-0.5448764251160029,0.21650983305274749,0.10467924064067136,0.04576982141233962,0.5874541509115407,0.13499262463797762,3.0,0.00042396834369700395,-0.0056488356475757895,0.04576982141233962,0.005808929382874584,0.21650983305274749,0.10043051067264697,0.13499262463797762
Taunton Deane 001C,E01029260,16.5,TA15DA,1,1.0,0.00012848515996402416,30,,60,,80,,96.5,,,,,,,,,,,,,,1.0,0.00012848515996402416,70.2,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,150.2,,,,,,,,,,,,,,1.0,0.00014132278123233464,,,,,,
Taunton Deane 001D,E01029268,19.8,TA15DA,1,2.0,0.00025697031992804833,30,0,60,0,80,0,99.8,0,129.8,,,,,,-0.5366505671229076,,0.09861312277405798,,0.6874322385683737,,2.0,0.00025697031992804833,73.5,BS105NB,1,2.0,0.0002826455624646693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 002A,E01029276,11.2,TA15DA,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,91.2,0,121.2,0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,4.666666667,0.0005995974132082745,63.8,BS105NB,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,143.8,0,173.8,0,,,173.8,0.0,-0.6313381764001599,0.22195145840299468,0.12222539928484993,0.04686811613568262,0.5531748049184125,0.13379967438923931,4.666666667,0.0006595063124646694,-0.020359277808231935,0.04686811613568262,0.07582045111212754,0.22195145840299468,0.13778498866791855,0.13379967438923931
Taunton Deane 002B,E01029278,13.3,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,93.3,0,123.3,0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,3.0,0.00038545547989207247,65.9,BS105NB,1,3.0,0.00042396834369700395,30,,60,,80,,145.9,,175.9,,,,,,-0.4344278483946118,,0.08081240125504607,,0.6681577062344838,,3.0,0.00042396834369700395,0.02026137279166873,0.0,-0.11648890746588636,0.0,0.02194273827286186,0.0
Taunton Deane 002C,E01029290,10.1,TA15DA,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,90.1,0,120.1,0,216.0,,276.0,,-0.5251103332244292,0.046408593748529514,0.10152947374175472,0.0010623186749344703,0.5310893477787935,0.22672679605294202,4.333333333,0.0005567690264679429,62.7,BS105NB,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,142.7,0,172.7,,,,172.7,,-0.8272313711791721,,0.16349095440904104,,0.43803411155903765,,4.333333333,0.0006123987186263426,-0.06196148066728632,0.0010623186749344703,0.3021210379547429,0.046408593748529514,0.09305523621975581,0.22672679605294202
Taunton Deane 002D,E01029306,11.2,TA15DA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,91.2,0,,,,,,,,,,,,,3.666666667,0.00047111225324425026,63.8,BS105NB,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,143.8,0,173.8,,,,,,-0.43912257501616137,,0.08163642008382943,,0.6690487219575799,,3.666666667,0.0005181835312323347,,,,,,
Taunton Deane 002E,E01029319,12.2,TA15DA,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,,62.7,BS105NB,1,0.333333333,4.710759369700396e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 003A,E01029267,23.0,TA15DA,1,5.0,0.0006424257998201208,30,0,60,0,80,0,103.0,0,133.0,,,,,,-0.529613409419682,,0.09739721301195137,,0.6861140689385011,,5.0,0.0006424257998201208,76.7,BS105NB,1,5.0,0.0007066139061616733,30,0,60,0,80,0,156.7,0,186.7,0,,,186.7,,-0.5954125878673425,0.2618897722847045,0.11572290580852837,0.05539169812414458,0.5461399162831098,0.1660519793564436,5.0,0.0007066139061616733,-0.018325692796577003,0.05539169812414458,0.06579917844766048,0.2618897722847045,0.13997415265539137,0.1660519793564436
Taunton Deane 003B,E01029320,26.2,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,106.2,0,136.2,,232.1,,292.1,,-0.44205945729570484,,0.09119839305646799,,0.360654962806604,,3.333333333,0.0004282838665039188,78.8,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,158.8,0,188.8,,,,,,-0.4055125695312165,,0.07572346179433365,,0.6626580500082441,,3.333333333,0.00047107593739400795,0.01547493126213434,,-0.036546887764488334,,-0.3020030872016401,
Taunton Deane 003C,E01029321,30.5,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,110.5,0,140.5,,236.4,,296.4,,-0.42873409979119437,,0.08865062277222274,,0.3579739865937049,,3.333333333,0.0004282838665039188,81.0,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,161.0,0,191.0,0,,,191.0,0.0,-0.6444217155788446,0.2111831935132305,0.12645314514114628,0.04468881384540932,0.5044875624552464,0.136163529644595,3.333333333,0.00047107593739400795,-0.037802522368923536,0.04468881384540932,0.21568761578765028,0.2111831935132305,-0.1465135758615415,0.136163529644595
Taunton Deane 004A,E01029297,11.2,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,91.2,0,121.2,,217.1,,277.1,,-0.488845106473085,,0.10012178917974557,,0.37007451609457687,,3.0,0.00038545547989207247,62.7,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,142.7,0,172.69999999999996,0,,,172.7,,-0.5701306656377819,0.22265574232974653,0.10920868730868949,0.0470098222839167,0.5923546782776848,0.13364553110475985,3.0,0.00042396834369700395,-0.009086898128943921,0.0470098222839167,0.08128555916469693,0.22265574232974653,-0.22228016218310798,0.13364553110475985
Taunton Deane 004B,E01029298,12.2,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,92.2,0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,3.333333333,0.0004282838665039188,62.7,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,142.7,0,172.7,0,,,,,-0.44158031286708677,0.0,0.08206755375851371,0.0,0.6695149616370085,0.0,3.333333333,0.00047107593739400795,0.019421420008954193,0.0,-0.11174697136807854,0.0,0.021035782337542108,0.0
Taunton Deane 004C,E01029304,11.2,TA15DA,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,63.8,BS105NB,1,2.333333333,0.0003297531561616733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 004D,E01029305,12.2,TA15DA,1,2.333333333,0.00029979870653989467,30,,60,,80,,92.2,,,,,,,,,,,,,,2.333333333,0.00029979870653989467,63.8,BS105NB,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,143.8,0,173.8,0,,,,,-0.43912257501616137,0.0,0.08163642008382943,0.0,0.6690487219575799,0.0,2.333333333,0.0003297531561616733,,0.0,,0.0,,0.0
Taunton Deane 004E,E01029307,12.2,TA15DA,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,63.8,BS105NB,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,143.8,0,,,,,,,,,,,,,1.333333333,0.0001884303749293386,,,,,,
Taunton Deane 005A,E01029271,20.8,TA15DA,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,100.8,0,130.8,0,226.7,,286.7,,-0.5155513859157123,0.03780208382536255,0.09727622432662111,0.00191449184094966,0.60627400061229,0.16149326833058586,5.333333333,0.000685254186431967,65.9,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,145.9,0,175.9,0,,,175.9,,-0.5299556950943212,0.19105569339941875,0.10099008046920557,0.040355358428319,0.6100937447570338,0.11612792295490003,5.333333333,0.0007537214998586772,-0.0037138561425844596,0.04040074544964684,0.01440430917860891,0.1947595325571317,-0.003819744144743842,0.19891146323405748
Taunton Deane 005B,E01029273,16.5,TA15DA,1,2.0,0.00025697031992804833,30,,60,,80,,96.5,,,,,,,,,,,,,,2.0,0.00025697031992804833,61.6,BS105NB,1,2.0,0.0002826455624646693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 005C,E01029274,16.5,TA15DA,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,96.5,0,,,,,,,,,,,,,4.666666667,0.0005995974132082745,61.6,BS105NB,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,141.6,0,171.6,0,,,171.6,,-0.5729951321295834,0.22336189534880208,0.10972145322720855,0.04715180385105675,0.5929097809873678,0.1334910393273181,4.666666667,0.0006595063124646694,,0.04715180385105675,,0.22336189534880208,,0.1334910393273181
Taunton Deane 005D,E01029275,15.5,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,95.5,0,125.5,0,221.4,,281.4,,-0.5107388550615096,0.04999750746307867,0.0989002446920266,0.001897975025893988,0.5282812580706986,0.22757171906786572,3.0,0.00038545547989207247,60.6,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,140.6,0,170.6,0,,,,,-0.44626966496227394,0.0,0.08288968039581612,0.0,0.6704041307541535,0.0,3.0,0.00042396834369700395,0.016010564296210478,0.001897975025893988,-0.06446919009923568,0.04999750746307867,-0.14212287268345491,0.22757171906786572
Taunton Deane 005E,E01029279,24.1,TA15DA,1,1.0,0.00012848515996402416,30,,60,,80,,104.1,,,,,,,,,,,,,,1.0,0.00012848515996402416,67.0,BS105NB,1,1.0,0.00014132278123233464,30,0,60,0,80,0,147.0,0,177.0,0,,,177.0,,-0.5589342939007071,0.21991327396650617,0.10720250124389674,0.04645745401854792,0.5901834820946683,0.1342460967027651,1.0,0.00014132278123233464,,0.04645745401854792,,0.21991327396650617,,0.1342460967027651
Taunton Deane 006A,E01029282,12.2,TA15DA,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,61.6,BS105NB,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 006B,E01029291,12.2,TA15DA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,92.2,0,122.2,0,218.1,,278.1,,-0.530788682183638,0.039038003884821454,0.10083438506124016,0.0011337808972472175,0.5835149517789833,0.18539143031110697,3.666666667,0.00047111225324425026,60.6,BS105NB,1,3.666666667,0.0005181835312323347,30,,60,,80,,140.6,,170.6,,,,,,-0.44626966496227394,,0.08288968039581612,,0.6704041307541535,,3.666666667,0.0005181835312323347,0.01794470466542404,0.0011337808972472175,-0.08451901722136401,0.039038003884821454,-0.08688917897517023,0.18539143031110697
Taunton Deane 006C,E01029294,12.2,TA15DA,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,,60.6,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,140.6,,,,,,,,,,,,,,1.0,0.00014132278123233464,,,,,,
Taunton Deane 006D,E01029317,14.4,TA15DA,1,3.0,0.00038545547989207247,30,,60,,80,,94.4,,124.4,,220.3,,280.3,,-0.4788248248699669,,0.09821356294283551,,0.36805641338508893,,3.0,0.00038545547989207247,61.6,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,141.6,0,171.6,0,,,,,-0.4440370817232475,0.0,0.0824983465810245,0.0,0.6699808684773978,0.0,3.0,0.00042396834369700395,0.015715216361811002,0.0,-0.034787743146719396,0.0,-0.30192445509230886,0.0
Taunton Deane 006E,E01029318,15.5,TA15DA,1,5.0,0.0006424257998201208,30,0,60,0,80,0,95.5,0,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,5.0,0.0006424257998201208,62.7,BS105NB,1,5.0,0.0007066139061616733,30,0,60,0,80,0,142.7,0,172.69999999999996,0,,,,,-0.44158031286708677,0.0,0.08206755375851371,0.0,0.6695149616370085,0.0,5.0,0.0007066139061616733,0.01817476194484524,0.0,-0.1045121187639908,0.0,0.019683802192857813,0.0
Taunton Deane 007A,E01029285,10.1,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,90.09999999999998,0,120.09999999999998,0,216.0,0,276.0,0,-0.5141717227761237,0.03789245812133817,0.1012790828288123,0.0008673795659396654,0.47764932945688193,0.18512165378192502,3.0,0.00038545547989207247,61.6,BS105NB,1,3.0,0.00042396834369700395,30,,60,,80,,141.6,,,,,,,,,,,,,,3.0,0.00042396834369700395,,0.0008673795659396654,,0.03789245812133817,,0.18512165378192502
Taunton Deane 007B,E01029287,10.1,TA15DA,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,90.09999999999998,0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,1.666666667,0.000214141933316202,62.7,BS105NB,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,142.7,0,,,,,,,,,,,,,1.666666667,0.00023553796876766536,,,,,,
Taunton Deane 007C,E01029288,10.1,TA15DA,1,2.0,0.00025697031992804833,30,,60,,80,,90.1,,,,,,,,,,,,,,2.0,0.00025697031992804833,62.7,BS105NB,1,2.0,0.0002826455624646693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 007D,E01029289,9.0,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,89.0,0,119.0,,214.9,,274.9,,-0.4957464153328557,,0.10143509656840555,,0.3714646047202876,,3.0,0.00038545547989207247,61.6,BS105NB,1,3.0,0.00042396834369700395,30,,60,,80,,141.6,,171.6,,,,171.6,,-0.8309112329422552,,0.16416766651957665,,0.43876760600730774,,3.0,0.00042396834369700395,-0.0627325699511711,,0.33516481760939953,,-0.06730300128702016,
Taunton Deane 007E,E01029299,9.0,TA15DA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,89.0,0,119.0,0,214.9,0,274.9,0,-0.4957464153328557,0.0,0.10143509656840555,0.0,0.3714646047202876,0.0,3.666666667,0.00047111225324425026,61.6,BS105NB,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,141.6,0,171.6,0,,,171.6,0.0,-0.8309112329422552,0.0,0.16416766651957665,0.0,0.43876760600730774,0.0,3.666666667,0.0005181835312323347,-0.0627325699511711,0.0,0.33516481760939953,0.0,-0.06730300128702016,0.0
Taunton Deane 007F,E01029300,10.1,TA15DA,1,2.0,0.00025697031992804833,30,0,60,0,80,0,90.1,0,120.1,0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,2.0,0.00025697031992804833,62.7,BS105NB,1,2.0,0.0002826455624646693,30,,60,,80,,142.7,,,,,,,,,,,,,,2.0,0.0002826455624646693,,0.0,,0.0,,0.0
Taunton Deane 008A,E01029256,10.1,TA15DA,1,6.0,0.0007709109597841449,30,0,60,0,80,0,90.1,0,120.09999999999998,0,216.0,0,276.0,0,-0.5141717227761237,0.03789245812133817,0.1012790828288123,0.0008673795659396654,0.47764932945688193,0.18512165378192502,6.0,0.0007709109597841449,67.0,BS105NB,1,6.0,0.0008479366873940079,30,0,60,0,80,0,147.0,0,177.0,,,,,,-0.4319673059777729,,0.08038027766042344,,0.6676905021636663,,6.0,0.0008479366873940079,0.020898805168388865,0.0008673795659396654,-0.08220441679835078,0.03789245812133817,-0.1900411727067844,0.18512165378192502
Taunton Deane 008B,E01029257,10.1,TA15DA,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,90.09999999999998,0,120.1,0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,5.333333333,0.000685254186431967,67.0,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,147.0,0,177.0,0,,,,,-0.4319673059777729,0.0,0.08038027766042344,0.0,0.6676905021636663,0.0,5.333333333,0.0007537214998586772,0.021900368820158556,0.0,-0.1259588585915732,0.0,0.02371890058086179,0.0
Taunton Deane 008D,E01029277,11.2,TA15DA,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,,64.9,BS105NB,1,1.0,0.00014132278123233464,30,0,60,0,80,0,144.9,0,174.9,,,,174.9,,-0.8198784579089571,,0.1621379405190781,,0.4365679380701173,,1.0,0.00014132278123233464,,,,,,
Taunton Deane 008E,E01032651,12.2,TA15DA,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,,69.2,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,149.2,,179.2,,,,179.2,,-0.8055332081766853,,0.15949503998411924,,0.4337054569080949,,1.0,0.00014132278123233464,,,,,,
Taunton Deane 008F,E01032652,12.2,TA15DA,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,92.2,0,122.2,0,218.1,,278.1,,-0.5195193811578743,0.047811595047299996,0.1005070907081263,0.0013885923391852828,0.5299970556811996,0.22705720347347946,2.333333333,0.00029979870653989467,69.2,BS105NB,1,2.333333333,0.0003297531561616733,30,,60,,80,,149.2,,179.2,,,,,,-0.4270433461344765,,0.07951501161898356,,0.6667551041935114,,2.333333333,0.0003297531561616733,0.020992079089142746,0.0013885923391852828,-0.09247603502339785,0.047811595047299996,-0.13675804851231177,0.22705720347347946
Taunton Deane 009A,E01029280,11.2,TA15DA,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,91.2,0,121.2,0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,2.666666667,0.0003426270932802261,61.6,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,141.6,0,171.6,0,,,171.6,,-0.6374741573327514,0.27356133579275016,0.12333300655030058,0.05774892994344393,0.5543742372423528,0.16349246579286572,2.666666667,0.00037686075,-0.02146688507368258,0.05774892994344393,0.08195643204471903,0.27356133579275016,0.1365855563439783,0.16349246579286572
Taunton Deane 009B,E01029281,11.2,TA15DA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,91.2,0,121.2,0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,3.666666667,0.00047111225324425026,61.6,BS105NB,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,141.6,0,171.6,0,,,,,-0.4440370817232475,0.0,0.0824983465810245,0.0,0.6699808684773978,0.0,3.666666667,0.0005181835312323347,0.019367774895593493,0.0,-0.11148064356478482,0.0,0.02097892510893329,0.0
Taunton Deane 009C,E01029283,12.2,TA15DA,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,,62.7,BS105NB,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,142.7,0,172.7,0,,,172.7,0.0,-0.8272313711791721,0.0,0.16349095440904104,0.0,0.43803411155903765,0.0,1.666666667,0.00023553796876766536,,0.0,,0.0,,0.0
Taunton Deane 009D,E01029292,11.2,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,91.2,0,121.2,0,217.1,,277.1,,-0.5332935190163832,0.03849345442038716,0.10128467737766052,0.0010070907211554572,0.583998034422413,0.1852632013388521,3.333333333,0.0004282838665039188,61.6,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,141.6,0,171.6,,,,,,-0.4440370817232475,,0.0824983465810245,,0.6699808684773978,,3.333333333,0.00047107593739400795,0.01878633079663601,0.0010070907211554572,-0.0892564372931357,0.03849345442038716,-0.08598283405498475,0.1852632013388521
Taunton Deane 009E,E01029293,11.2,TA15DA,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,91.2,0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,2.333333333,0.00029979870653989467,60.6,BS105NB,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,140.6,0,170.6,,,,,,-0.44626966496227394,,0.08288968039581612,,0.6704041307541535,,2.333333333,0.0003297531561616733,0.018976441080801876,,-0.1092480603257584,,0.02055566283217758,
Taunton Deane 010A,E01029266,9.0,TA15DA,1,6.0,0.0007709109597841449,30,0,60,0,80,0,89.0,0,119.0,,214.9,,274.9,,-0.4957464153328557,,0.10143509656840555,,0.3714646047202876,,6.0,0.0007709109597841449,65.9,BS105NB,1,6.0,0.0008479366873940079,30,0,60,0,80,0,145.9,0,175.9,0,,,175.9,0.0,-0.7401169578336818,0.17088540717178327,0.14538097474035647,0.03609492988083614,0.48235302950664377,0.10386797192520583,6.0,0.0008479366873940079,-0.04394587817195092,0.03609492988083614,0.24437054250082613,0.17088540717178327,-0.11088842478635619,0.10386797192520583
Taunton Deane 010B,E01029284,7.9,TA15DA,1,3.666666667,0.00047111225324425026,30,,60,,80,,87.9,,117.9,,213.8,,273.8,,-0.4992008461700417,,0.10209217447495406,,0.3721604493456735,,3.666666667,0.00047111225324425026,61.6,BS105NB,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,141.6,0,,,,,,,,,,,,,3.666666667,0.0005181835312323347,,,,,,
Taunton Deane 010C,E01029286,10.1,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,90.1,0,120.1,0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,3.333333333,0.0004282838665039188,61.6,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,141.6,0,171.6,,,,171.6,,-0.8309112329422552,,0.16416766651957665,,0.43876760600730774,,3.333333333,0.00047107593739400795,-0.061887020038994656,0.0,0.27298506837290915,0.0,0.25264179673722037,0.0
Taunton Deane 010D,E01029301,7.9,TA15DA,1,6.333333333,0.0008137393463959913,30,0,60,0,80,0,87.9,0,117.9,0,213.8,,273.8,,-0.546855020158043,0.031769449325334216,0.10285451976251765,0.0005082301917090649,0.6122707623005139,0.16007354196989357,6.333333333,0.0008137393463959913,62.7,BS105NB,1,6.333333333,0.0008950442810910118,30,0,60,0,80,0,142.7,0,172.7,0,,,172.7,,-0.6344058420231294,0.2726964785042442,0.12277925408377738,0.05757503874725702,0.5537745365980231,0.16368167880495976,6.333333333,0.0008950442810910118,-0.019924734321259727,0.057577281845150624,0.08755082186508645,0.274540829930724,0.0584962257024908,0.22894372849064307
Taunton Deane 010E,E01029303,9.0,TA15DA,1,6.333333333,0.0008137393463959913,30,0,60,0,80,0,89.0,0,119.0,0,214.9,,274.9,,-0.5495689903690649,0.026367569096274517,0.10248486417154345,0.0005142789952384771,0.6384596420339792,0.1308003210547799,6.333333333,0.0008137393463959913,64.9,BS105NB,1,6.333333333,0.0008950442810910118,30,0,60,0,80,0,144.9,0,174.9,0,,,174.9,,-0.5644020664330772,0.22124904508529017,0.10818261073744223,0.046726686260463744,0.5912440794352172,0.13395346778152953,6.333333333,0.0008950442810910118,-0.005697746565898776,0.04672951628006388,0.014833076064012296,0.22281469577027357,0.04721556259876203,0.1872224759977572
Taunton Deane 011A,E01029263,10.1,TA15DA,1,0.666666667,8.565677335217782e-05,30,0,60,0,80,0,90.1,0,120.1,0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,0.666666667,8.565677335217782e-05,67.0,BS105NB,1,0.666666667,9.42151875353307e-05,30,,60,,80,,147.0,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05,,0.0,,0.0,,0.0
Taunton Deane 011B,E01029264,10.1,TA15DA,1,5.333333333,0.000685254186431967,,,,,,,,,,,,,,,,,,,,,,,67.0,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,147.0,0,177.0,0,,,177.0,0.0,-0.5589342939007071,0.19669641189745704,0.10720250124389674,0.04155281009881757,0.5901834820946683,0.12007335917655729,5.333333333,0.0007537214998586772,,0.04155281009881757,,0.19669641189745704,,0.12007335917655729
Taunton Deane 011C,E01029265,10.1,TA15DA,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,90.09999999999998,0,,,,,,,,,,,,,4.333333333,0.0005567690264679429,67.0,BS105NB,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,147.0,0,177.0,0,,,,,-0.4319673059777729,0.0,0.08038027766042344,0.0,0.6676905021636662,0.0,4.333333333,0.0006123987186263426,,0.0,,0.0,,0.0
Taunton Deane 011D,E01029302,6.9,TA15DA,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,86.9,0,116.9,0,,,,,-0.5649262770606172,0.0,0.1034845248403704,0.0,0.69271529402176,0.0,5.333333333,0.000685254186431967,63.8,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,143.8,0,173.8,0,,,,,-0.4391225750161613,0.0,0.08163642008382943,0.0,0.6690487219575799,0.0,5.333333333,0.0007537214998586772,0.021848104756540976,0.0,-0.12580370204445585,0.0,0.023666572064180103,0.0
Taunton Deane 011E,E01029308,11.2,TA15DA,1,6.0,0.0007709109597841449,30,0,60,0,80,0,91.2,0,121.2,0,217.1,0,277.1,0,-0.5110693127447341,0.03849345442038716,0.10070323327870305,0.0010070907211554572,0.47703627525849496,0.18526320133885202,6.0,0.0007709109597841449,67.0,BS105NB,1,6.0,0.0008479366873940079,30,0,60,0,80,0,147.0,0,177.0,0,,,,,-0.4319673059777729,0.0,0.08038027766042344,0.0,0.6676905021636663,0.0,6.0,0.0008479366873940079,0.02032295561827961,0.0010070907211554572,-0.07910200676696122,0.03849345442038716,-0.19065422690517136,0.18526320133885202
