property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Devon 002D,E01020330,36.9,EX25DW,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,116.90000000000002,0.0,146.9,0.0,236.4,0.0,296.4,0.0,-0.4521367403885464,0.04053456254588782,0.08979416061449035,0.001980665643185163,0.4654338326796564,0.18612591319439958,4.333333333,0.0005567690264679429
West Devon 003A,E01020318,36.9,EX25DW,1,5.333333333,0.000685254186431967,30.0,,60.0,,80.0,,116.9,,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,5.333333333,0.000685254186431967
West Devon 003B,E01020319,29.4,EX25DW,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,109.4,,,,,,,,,,,,,,1.0,0.00012848515996402416
West Devon 003C,E01020323,26.2,PL68DH,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,,,,136.2,,-0.9505120853297679,,0.18600717650716364,,0.46249825513808857,,4.333333333,0.0005567690264679429
West Devon 003D,E01020339,33.7,EX25DW,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,233.2,,293.2,,-0.4723324059939472,0.04763839631008446,0.09192809300429955,0.0019543022903556343,0.5208264795625717,0.22748782406539653,2.666666667,0.0003426270932802261
West Devon 004A,E01020314,47.7,EX25DW,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,127.7,0.0,157.7,0.0,247.2,,307.2,,-0.43521652567694646,0.05625829428856311,0.08509254940645192,0.003988032376334354,0.5135594998759009,0.2294982646339067,1.666666667,0.000214141933316202
West Devon 004B,E01020325,33.7,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,113.7,,143.7,,,,143.7,,-0.9249871611370466,,0.18137157655758746,,0.4574526644655334,,1.333333333,0.00017131354657587048
West Devon 004C,E01020331,27.3,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,137.3,,-0.7334527158803386,0.30166542743792435,0.1405428588489044,0.06333442016930582,0.5730478852307475,0.1573880478866575,2.333333333,0.00029979870653989467
West Devon 004D,E01020340,47.7,PL68DH,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,127.7,0.0,157.7,0.0,,,,,-0.47499714706637786,0.0,0.08791251414334944,0.0,0.6758392790690811,0.0,5.0,0.0006424257998201208
West Devon 005A,E01020332,23.0,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,,,133.0,0.0,-0.9614319809305374,0.0,0.18798612358261807,0.0,0.46465344140654197,0.0,3.0,0.00038545547989207247
West Devon 005B,E01020333,23.0,PL68DH,1,2.666666667,0.0003426270932802261,,,,,,,,,,,,,,,,,,,,,,
West Devon 005C,E01020334,21.9,PL68DH,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,0.0,,,,,-0.5320334525982371,0.0,0.09781551714720549,0.0,0.6865675299923037,0.0,4.0,0.0005139406398560967
West Devon 005D,E01020335,21.9,PL68DH,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,101.90000000000002,0.0,,,,,,,,,,,,,4.333333333,0.0005567690264679429
West Devon 005E,E01020336,20.8,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,,,,,,-0.5344524278283935,,0.09823347024709594,,0.6870206347775829,,3.333333333,0.0004282838665039188
West Devon 005F,E01020337,24.1,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,2.666666667,0.0003426270932802261
West Devon 005G,E01020338,20.8,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,130.8,0.0,-0.9689494169503963,0.0,0.18934699093374668,0.0,0.466135902974767,0.0,3.0,0.00038545547989207247
West Devon 006A,E01020317,16.5,PL68DH,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,126.5,,-0.9836658663570934,,0.1920076040775977,,0.46903514535309043,,3.666666667,0.00047111225324425026
West Devon 006B,E01020324,28.4,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,108.40000000000002,0.0,138.4,,,,138.4,,-0.9430147512253564,,0.1846470136988942,,0.46101737216535105,,2.333333333,0.00029979870653989467
West Devon 006C,E01020341,16.5,PL68DH,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,126.5,,-0.6538400578578757,0.2198838723328118,0.12289983636955641,0.046071845138694195,0.6338501112041806,0.10987664390072673,5.0,0.0006424257998201208
West Devon 006D,E01020342,16.5,PL68DH,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
West Devon 007A,E01020312,23.0,PL68DH,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,,,133.0,0.0,-0.8534773380528236,0.21590928575542767,0.16533889593995138,0.04529445528533335,0.5200185982895318,0.1107303137659796,3.666666667,0.00047111225324425026
West Devon 007B,E01020313,23.0,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,,,,133.0,,-0.9614319809305374,,0.18798612358261807,,0.46465344140654197,,3.0,0.00038545547989207247
West Devon 007C,E01020315,15.5,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,,,-0.5460924316310776,0.0,0.10024231570335895,0.0,0.6891987638298663,0.0,3.333333333,0.0004282838665039188
West Devon 007D,E01020316,15.5,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,0.0,-0.8400925910370374,0.25461160676223576,0.1618317592578369,0.05333802272312567,0.5428727177347586,0.1267220731536961,3.0,0.00038545547989207247
West Dorset 001A,E01020542,15.5,BA214AT,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,3.0,0.00038545547989207247
West Dorset 001B,E01020543,15.5,BA214AT,1,3.0,0.00038545547989207247,30.0,,60.0,,80.0,,95.5,,125.5,,230.0,,290.0,,-0.448581209372656,,0.0924443457747251,,0.3619674529840237,,3.0,0.00038545547989207247
West Dorset 001C,E01020544,14.4,BA214AT,1,6.666666667,0.0008565677331363228,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.40000000000002,0.0,228.9,,288.9,,-0.5324211205195608,0.039397634304001,0.09939808881875965,0.0030866815223348563,0.6351507822196667,0.13349474651430013,6.666666667,0.0008565677331363228
West Dorset 001E,E01020546,14.4,BA214AT,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,2.666666667,0.0003426270932802261
West Dorset 001F,E01020547,14.4,BA214AT,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,2.0,0.00025697031992804833
West Dorset 001H,E01032642,15.5,BA214AT,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,5.0,0.0006424257998201208
West Dorset 002A,E01020497,12.2,BA214AT,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,226.7,,286.7,,-0.45884826017766844,,0.09440448656519662,,0.3640340981164112,,3.333333333,0.0004282838665039188
West Dorset 002B,E01020508,18.7,BA214AT,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,233.2,,293.2,,-0.5055939881281636,0.05797781587934199,0.09620233419616393,0.004898362307687385,0.5785792065656443,0.1893226016365517,2.333333333,0.00029979870653989467
West Dorset 002C,E01020541,15.5,BA214AT,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,230.0,,290.0,,-0.448581209372656,,0.0924443457747251,,0.3619674529840237,,1.666666667,0.000214141933316202
West Dorset 002D,E01020550,15.5,BA214AT,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,230.0,,290.0,,-0.448581209372656,,0.0924443457747251,,0.3619674529840237,,3.0,0.00038545547989207247
West Dorset 003A,E01020494,24.1,BA214AT,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,0.0,238.6,0.0,298.6,0.0,-0.45701836286877656,0.060772413187881805,0.0905588089152859,0.005559665881974232,0.4662905770890182,0.18997971146864312,2.333333333,0.00029979870653989467
West Dorset 003B,E01020495,27.3,BA214AT,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,241.80000000000004,0.0,301.8,0.0,-0.4390766950682874,0.054044234280770986,0.08803301453298852,0.005150430887787799,0.4370493130921389,0.16485915205131813,2.333333333,0.00029979870653989467
West Dorset 003C,E01020496,27.3,BA214AT,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,,241.8,,301.8,,-0.4120545779279019,,0.08545779908909462,,0.3546197370664798,,3.333333333,0.0004282838665039188
West Dorset 003D,E01020506,27.3,BA214AT,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,241.8,0.0,301.8,0.0,-0.4480840674484159,0.06240490642030066,0.08889141968095315,0.005947205319013698,0.46452583843402523,0.19036295163040395,3.333333333,0.0004282838665039188
West Dorset 003E,E01020530,19.8,BA214AT,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,3.666666667,0.00047111225324425026
West Dorset 005D,E01020535,36.9,BA214AT,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,2.666666667,0.0003426270932802261
West Oxfordshire 012A,E01028762,30.5,SN36BB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,110.5,,,,,,,,,,,,,,1.0,0.00012848515996402416
West Oxfordshire 015A,E01028764,31.6,SN36BB,1,3.0,0.00038545547989207247,30.0,,60.0,,80.0,,111.6,,141.6,,221.4,,281.4,,-0.4753852784919417,,0.09755817368069425,,0.3673637523115308,,3.0,0.00038545547989207247
West Oxfordshire 015B,E01028765,28.4,SN36BB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,,,,,-0.5177178011662404,0.0,0.09533863726498404,0.0,0.6838828397193015,0.0,3.0,0.00038545547989207247
West Somerset 001B,E01029324,41.2,TA15DA,1,5.666666667,0.0007280825731722986,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,,,,,-0.48942017259882986,0.0,0.09042546536292018,0.0,0.6785601730025733,0.0,5.666666667,0.0007280825731722986
West Somerset 001C,E01029329,42.3,TA15DA,1,7.0,0.0008993961197481691,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,248.2,0.0,308.2,0.0,-0.4112884073791606,0.042313915815589985,0.08334707124240595,0.0037196845633611125,0.41615033759080217,0.14643462531813092,7.0,0.0008993961197481691
West Somerset 001D,E01029330,43.4,TA15DA,1,5.666666667,0.0007280825731722986,30.0,0.0,60.0,0.0,80.0,0.0,123.40000000000002,0.0,153.4,,,,,,-0.4845424924314452,,0.08957627910778976,,0.6776405995528504,,5.666666667,0.0007280825731722986
West Somerset 001F,E01032636,43.4,TA15DA,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,123.4,0.0,153.4,0.0,249.3,,309.3,,-0.436766005058149,0.06756615640586243,0.08530612900114881,0.006038904194180544,0.5138126629303323,0.2316876898671648,3.333333333,0.0004282838665039188
West Somerset 002A,E01029322,41.2,TA15DA,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,,,,,,-0.48942017259882986,,0.09042546536292018,,0.6785601730025733,,4.0,0.0005139406398560967
West Somerset 002B,E01029331,43.4,TA15DA,1,6.333333333,0.0008137393463959913,30.0,0.0,60.0,0.0,80.0,0.0,123.4,0.0,153.4,0.0,249.3,0.0,309.3,0.0,-0.42084050926705024,0.05516753569181464,0.0838827456322685,0.004930744627098519,0.45920335072282636,0.1891722066195834,6.333333333,0.0008137393463959913
West Somerset 002C,E01029333,44.5,TA15DA,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,124.5,0.0,154.5,,,,,,-0.4821021292411498,,0.08915116714130944,,0.6771802959911961,,2.333333333,0.00029979870653989467
West Somerset 002D,E01029336,47.7,EX314JB,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,127.7,0.0,157.7,,,,,,-0.47499714706637786,,0.08791251414334944,,0.6758392790690811,,4.333333333,0.0005567690264679429
West Somerset 003A,E01029326,38.0,TA15DA,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,3.0,0.00038545547989207247
West Somerset 003B,E01029334,33.7,TA15DA,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,239.6,,299.6,,-0.4769594238401935,0.05033065156486942,0.09112588543658125,0.003782985972766242,0.5731179684649058,0.18804303024585964,3.0,0.00038545547989207247
West Somerset 003C,E01029339,34.8,TA15DA,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,240.7,,300.7,,-0.48155171666638996,0.04406959566644164,0.09119284941046561,0.003390181551755772,0.5997460289938824,0.1629627763604993,4.333333333,0.0005567690264679429
West Somerset 003E,E01029341,33.7,TA15DA,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,,,,,-0.5060178390696601,0.0,0.09330999340629842,0.0,0.6816846625965858,0.0,4.666666667,0.0005995974132082745
West Somerset 003G,E01032635,31.6,TA15DA,1,5.666666667,0.0007280825731722986,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,0.0,237.5,,297.5,,-0.48221487696236487,0.04926246306996042,0.09207638392820076,0.003530578283936308,0.574134266530504,0.18779301396650444,5.666666667,0.0007280825731722986
West Somerset 004A,E01029327,28.4,TA15DA,1,5.666666667,0.0007280825731722986,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,234.3,0.0,294.3,0.0,-0.47647740705089003,0.04762030528796763,0.09261646733656112,0.0031432910819097523,0.5215825213299778,0.18740826502327607,5.666666667,0.0007280825731722986
West Somerset 004B,E01029335,38.0,TA15DA,1,3.0,0.00038545547989207247,30.0,,60.0,,80.0,,118.0,,,,,,,,,,,,,,3.0,0.00038545547989207247
West Somerset 004C,E01029337,41.2,TA15DA,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,247.1,,307.1,,-0.47068475899306395,0.04189365840906709,0.0888066722958076,0.003619731339569106,0.6131164267809119,0.14633666525388,3.666666667,0.00047111225324425026
West Somerset 004D,E01029342,28.4,TA15DA,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,234.3,0.0,294.3,0.0,-0.4352370129355396,0.0,0.0898942974081382,0.0,0.35928220294065405,0.0,1.666666667,0.000214141933316202
West Somerset 004E,E01029343,30.5,TA15DA,1,7.666666667,0.0009850528931003469,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,0.0,236.4,0.0,296.4,0.0,-0.4793445618188922,0.046200819497214544,0.09218173138234875,0.0032234463979445515,0.5529972984561626,0.1780311119107216,7.666666667,0.0009850528931003469
West Somerset 005A,E01029325,44.5,TA15DA,1,7.333333333,0.0009422245063600154,30.0,0.0,60.0,0.0,80.0,0.0,124.5,0.0,154.5,0.0,250.4,0.0,310.4,0.0,-0.40973791525737496,0.04824280932251657,0.08257932040098866,0.004381231160213855,0.43127553109384636,0.1639365099315665,7.333333333,0.0009422245063600154
West Somerset 005B,E01029328,42.3,EX314JB,1,7.666666667,0.0009850528931003469,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,272.9,,332.9,,-0.4627239380503037,0.06418037881183294,0.08674695331086706,0.00860951807575076,0.6291700205426725,0.12945803565981506,7.666666667,0.0009850528931003469
West Somerset 005C,E01029338,43.4,EX314JB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,123.4,0.0,153.4,,,,,,-0.4845424924314452,,0.08957627910778976,,0.6776405995528504,,3.333333333,0.0004282838665039188
Wiltshire 001A,E01031887,25.1,SN36BB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,214.9,,274.9,,-0.5152423861644663,0.016884006011615157,0.09821013789577497,0.002792896136653027,0.5806531238272898,0.18116257172671035,2.666666667,0.0003426270932802261
Wiltshire 001B,E01031934,20.8,SN36BB,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,3.666666667,0.00047111225324425026
Wiltshire 001C,E01031935,19.8,SN36BB,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 001D,E01031936,20.8,SN36BB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,100.8,,,,,,,,,,,,,,1.0,0.00012848515996402416
Wiltshire 002A,E01031885,33.7,SN36BB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,223.5,0.0,283.5,0.0,-0.48742185562688223,0.021472792093067305,0.09480888872940182,0.001730775236561646,0.5238637917313166,0.18223584455560868,1.333333333,0.00017131354657587048
Wiltshire 002B,E01031947,34.8,SN36BB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,114.8,,144.8,,,,,,-0.5035865144996108,,0.0928879401863435,,0.681227417174132,,1.333333333,0.00017131354657587048
Wiltshire 002C,E01031948,34.8,SN36BB,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,114.8,,144.8,,,,,,-0.5035865144996108,,0.0928879401863435,,0.681227417174132,,0.666666667,8.565677335217782e-05
Wiltshire 002D,E01031949,33.7,SN36BB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,223.5,,283.5,,-0.4936205167744749,0.021472792093067305,0.09430925695503402,0.001730775236561646,0.5764707486864064,0.18223584455560868,2.0,0.00025697031992804833
Wiltshire 003A,E01031954,20.8,SN36BB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,,,,,,-0.5344524278283935,,0.09823347024709594,,0.6870206347775829,,1.666666667,0.000214141933316202
Wiltshire 003B,E01031955,20.8,SN36BB,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,210.6,0.0,270.6,0.0,-0.5176604136852029,0.014542310828710645,0.1020813341734264,0.0033323479105078985,0.478465365275558,0.18061416148186352,4.0,0.0005139406398560967
Wiltshire 003C,E01031956,21.9,SN36BB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,101.9,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Wiltshire 003D,E01031962,19.8,SN36BB,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 004A,E01031886,26.2,SN36BB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,106.2,,,,,,,,,,,,,,1.0,0.00012848515996402416
Wiltshire 004B,E01031892,32.6,SN36BB,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,112.59999999999998,0.0,142.6,0.0,222.4,,282.4,,-0.4903543655047373,0.02558844059574656,0.0953471579030957,0.0022846046979290496,0.5244380466875522,0.22302644478052822,1.0,0.00012848515996402416
Wiltshire 004C,E01031893,24.1,SN36BB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,104.1,,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,2.0,0.00025697031992804833
Wiltshire 004D,E01031894,28.4,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,108.40000000000002,0.0,138.4,0.0,218.2,0.0,278.2,0.0,-0.49617142021824284,0.01865971326058295,0.09808992075299099,0.0023826813936266736,0.47421446459102296,0.1815781392312946,3.333333333,0.0004282838665039188
Wiltshire 005A,E01031957,32.6,BA13NG,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,0.0,206.3,0.0,266.3,0.0,-0.5228208209494549,0.0,0.10657966593889923,0.0,0.37691884781277096,0.0,2.333333333,0.00029979870653989467
Wiltshire 005B,E01031958,32.6,SN36BB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,112.59999999999998,0.0,142.6,0.0,222.4,0.0,282.4,0.0,-0.48432311221632346,0.020892874257699288,0.0958856443945078,0.0018653719246304883,0.471870209524806,0.18210032961976755,2.666666667,0.0003426270932802261
Wiltshire 005C,E01031959,31.6,SN36BB,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,4.333333333,0.0005567690264679429
Wiltshire 005D,E01031960,27.3,SN36BB,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,1.0,0.00012848515996402416
Wiltshire 006A,E01031963,17.6,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,3.333333333,0.0004282838665039188
Wiltshire 006B,E01031964,16.5,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,,,,,,,,,,,,,3.333333333,0.0004282838665039188
Wiltshire 006C,E01031967,17.6,SN36BB,1,4.0,0.0005139406398560967,30.0,,60.0,,80.0,,97.6,,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,4.0,0.0005139406398560967
Wiltshire 006D,E01031969,15.5,SN36BB,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 007B,E01031944,23.0,SN36BB,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 007D,E01031946,25.1,SN36BB,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,105.1,,135.1,,214.9,,274.9,,-0.4957464153328557,,0.10143509656840555,,0.3714646047202876,,0.666666667,8.565677335217782e-05
Wiltshire 007E,E01031961,14.4,SN36BB,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 007F,E01031965,16.5,SN36BB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,,,-0.5438981216914698,0.0,0.09986391380020931,0.0,0.6887884331545439,0.0,1.333333333,0.00017131354657587048
Wiltshire 007G,E01031966,17.6,SN36BB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,97.59999999999998,0.0,127.6,0.0,207.4,0.0,267.4,0.0,-0.5304162973013291,0.012779129630724709,0.1026840179964209,0.0037373991120996986,0.5322780820845463,0.18020100088529079,3.0,0.00038545547989207247
Wiltshire 007H,E01031968,18.7,SN36BB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,98.7,,128.7,,,,,,-0.5390674957331283,,0.09903040499309557,,0.6878846615841877,,2.0,0.00025697031992804833
Wiltshire 007I,E01032699,24.1,SN36BB,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,0.0,213.9,,273.9,,-0.513039502046195,0.02001508036096926,0.09950549329607158,0.003573626022113679,0.5288787104991719,0.2217225826073101,4.333333333,0.0005567690264679429
Wiltshire 008A,E01031939,30.5,SN36BB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,2.333333333,0.00029979870653989467
Wiltshire 008B,E01031940,31.6,SN36BB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,111.6,,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,2.0,0.00025697031992804833
Wiltshire 008C,E01031950,25.1,BA13NG,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,105.1,,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,1.666666667,0.000214141933316202
Wiltshire 008D,E01031951,30.5,BA13NG,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 009A,E01031907,30.5,SN36BB,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 009B,E01031910,31.6,SN36BB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,1.666666667,0.000214141933316202
Wiltshire 009C,E01031914,29.4,SN36BB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,,,,,,-0.5155121201643273,,0.09495649435213915,,0.6834687140855377,,1.333333333,0.00017131354657587048
