property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth 017D,E01015103,11.2,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.666666667,0.000214141933316202
Plymouth 017E,E01015105,11.2,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,2.333333333,0.00029979870653989467
Plymouth 018A,E01015107,17.6,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,97.6,,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,1.333333333,0.00017131354657587048
Plymouth 018B,E01015110,17.6,PL68DH,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,97.6,,,,,,,,,,,,,,0.666666667,8.565677335217782e-05
Plymouth 018C,E01015111,17.6,PL68DH,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 018D,E01015119,17.6,PL68DH,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Plymouth 019A,E01015112,15.5,PL68DH,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Plymouth 019B,E01015113,14.4,PL68DH,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Plymouth 019C,E01015114,16.5,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,1.666666667,0.000214141933316202
Plymouth 019D,E01015118,13.3,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,0.0,-0.9946373965171089,0.0,0.19398816946590675,0.0,0.47119408938724194,0.0,2.666666667,0.0003426270932802261
Plymouth 019E,E01015122,14.4,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,,,,,,,,,,,,,2.666666667,0.0003426270932802261
Plymouth 020A,E01015042,14.4,PL68DH,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Plymouth 020B,E01015044,14.4,PL68DH,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,2.0,0.00025697031992804833
Plymouth 020C,E01015167,14.4,PL68DH,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Plymouth 020D,E01015168,13.3,PL68DH,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,
Plymouth 020E,E01015171,13.3,PL68DH,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,93.3,,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.0,0.00025697031992804833
Plymouth 021A,E01015055,14.4,PL68DH,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Plymouth 021B,E01015056,14.4,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,124.40000000000002,0.0,-0.8139204831127731,0.24228995328330996,0.15624766763199177,0.05074598954965278,0.5581310097290865,0.12005966591919073,2.666666667,0.0003426270932802261
Plymouth 021C,E01015057,15.5,PL68DH,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,95.5,,,,,,,,,,,,,,2.666666667,0.0003426270932802261
Plymouth 021D,E01015059,14.4,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,124.4,,-0.7696845921560592,0.3127949846732108,0.14698275990556967,0.06551279080420694,0.5800508054859115,0.15499636221875066,1.666666667,0.000214141933316202
Plymouth 021E,E01015060,14.4,PL68DH,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Plymouth 021F,E01015176,15.5,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,,,-0.5460924316310776,0.0,0.10024231570335895,0.0,0.6891987638298663,0.0,3.0,0.00038545547989207247
Plymouth 022A,E01015108,16.5,PL68DH,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,96.5,,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,1.666666667,0.000214141933316202
Plymouth 022B,E01015109,18.7,PL68DH,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,,,,,-0.5390674957331283,0.0,0.09903040499309557,0.0,0.6878846615841877,0.0,1.0,0.00012848515996402416
Plymouth 022C,E01015115,16.5,PL68DH,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,3.666666667,0.00047111225324425026
Plymouth 022D,E01015116,17.6,PL68DH,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,97.6,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Plymouth 022E,E01015117,17.6,PL68DH,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Plymouth 023A,E01015031,13.3,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,1.666666667,0.000214141933316202
Plymouth 023B,E01015032,12.2,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.6645986409456219,0.22254271342091334,0.12478400327890472,0.04659005902287364,0.6358971778517158,0.10930713224566962,2.0,0.00025697031992804833
Plymouth 023C,E01015049,13.3,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Plymouth 023D,E01015050,13.3,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,,,,,,,,,,,,,2.666666667,0.0003426270932802261
Plymouth 023E,E01015051,15.5,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,,,-0.5460924316310776,0.0,0.10024231570335895,0.0,0.6891987638298663,0.0,2.0,0.00025697031992804833
Plymouth 024A,E01015169,14.4,PL68DH,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,124.4,,-0.7696845921560592,0.3127949846732108,0.14698275990556967,0.06551279080420694,0.5800508054859115,0.15499636221875063,4.666666667,0.0005995974132082745
Plymouth 024B,E01015170,13.3,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,3.333333333,0.0004282838665039188
Plymouth 024C,E01015173,14.4,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,2.0,0.00025697031992804833
Plymouth 024D,E01015174,13.3,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,,-0.7727770761888035,0.31375787396072874,0.14753097175631077,0.0657003990707589,0.5806472669472937,0.15479016815025587,1.666666667,0.000214141933316202
Plymouth 025A,E01015061,13.3,PL68DH,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Plymouth 025B,E01015062,13.3,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.0,0.00025697031992804833
Plymouth 025C,E01015175,14.4,PL68DH,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,94.4,,,,,,,,,,,,,,1.0,0.00012848515996402416
Plymouth 025D,E01015177,15.5,PL68DH,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,95.5,,125.5,,,,125.5,,-0.9870926707400174,,0.1926264810350759,,0.4697096946872047,,0.666666667,8.565677335217782e-05
Plymouth 025E,E01015178,14.4,PL68DH,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Plymouth 026A,E01015043,14.4,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,2.0,0.00025697031992804833
Plymouth 026B,E01015045,14.4,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.40000000000002,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700363,0.0,1.333333333,0.00017131354657587048
Plymouth 026C,E01015046,15.5,PL68DH,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.6195924714825676,0.18003759371037947,0.11563967659197845,0.037715677562604334,0.6526172523060895,0.08960603725299623,4.0,0.0005139406398560967
Plymouth 026D,E01015047,15.5,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Plymouth 026E,E01015048,15.5,PL68DH,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,95.5,,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,0.666666667,8.565677335217782e-05
Plymouth 027A,E01015053,13.3,PL68DH,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Plymouth 027B,E01015054,14.4,PL68DH,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Plymouth 027C,E01015152,15.5,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.7665925511855475,0.3118342595788202,0.14643439836921743,0.06532546978031621,0.5794542292585355,0.15520220918709904,1.666666667,0.000214141933316202
Plymouth 027E,E01015156,15.5,PL68DH,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.7665925511855475,0.3118342595788202,0.14643439836921743,0.06532546978031621,0.5794542292585355,0.15520220918709904,4.333333333,0.0005567690264679429
Plymouth 027F,E01032657,14.4,PL68DH,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,94.4,,,,,,,,,,,,,,0.666666667,8.565677335217782e-05
Plymouth 027G,E01032658,14.4,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,1.333333333,0.00017131354657587048
Plymouth 028A,E01015052,13.3,PL68DH,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,123.3,,-0.9946373965171089,,0.19398816946590675,,0.47119408938724194,,4.666666667,0.0005995974132082745
Plymouth 028B,E01015179,14.4,PL68DH,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,124.4,,-0.7696845921560592,0.3127949846732108,0.14698275990556967,0.06551279080420694,0.5800508054859115,0.15499636221875066,1.0,0.00012848515996402416
Plymouth 028C,E01015180,15.5,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,2.0,0.00025697031992804833
Plymouth 028D,E01015181,14.4,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,3.0,0.00038545547989207247
Plymouth 028E,E01015182,14.4,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Plymouth 029A,E01015151,14.4,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,2.333333333,0.00029979870653989467
Plymouth 029B,E01015153,15.5,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,125.5,,-0.9870926707400174,,0.1926264810350759,,0.4697096946872047,,2.333333333,0.00029979870653989467
Plymouth 029C,E01015155,15.5,PL68DH,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.7665925511855475,0.3118342595788202,0.14643439836921743,0.06532546978031621,0.5794542292585355,0.15520220918709904,4.0,0.0005139406398560967
Plymouth 029D,E01015157,15.5,PL68DH,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,,,,,,,,,,,,,4.0,0.0005139406398560967
Plymouth 029E,E01015158,15.5,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,0.0,-0.9870926707400174,0.0,0.1926264810350759,0.0,0.4697096946872047,0.0,3.333333333,0.0004282838665039188
Plymouth 029F,E01015172,14.4,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,94.4,,124.4,,,,124.4,,-0.9908640469396288,,0.19330729853768008,,0.4704518267017865,,1.333333333,0.00017131354657587048
Plymouth 030A,E01015126,19.8,PL68DH,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,129.8,0.0,-0.8271295950808512,0.25156221747818935,0.15951481018096011,0.052742408427716075,0.5403507118629802,0.12737633855427005,4.666666667,0.0005995974132082745
Plymouth 030B,E01015127,20.8,PL68DH,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Plymouth 030C,E01015131,21.9,PL68DH,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,0.0,,,131.9,0.0,-0.7052959454295108,0.23724943923316438,0.1341559198001948,0.04976114570465709,0.5980983563044109,0.12114140518175344,4.0,0.0005139406398560967
Plymouth 030D,E01015132,18.7,PL68DH,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,,,128.7,,-0.757600093906937,0.3090517641580302,0.14483832419401474,0.0647821805980308,0.5777181000329156,0.15579904546581944,3.666666667,0.00047111225324425026
Plymouth 030E,E01015133,20.8,PL68DH,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,4.666666667,0.0005995974132082745
Plymouth 031A,E01015135,17.6,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,,,,127.6,,-0.979898280542554,,0.19132689412085507,,0.4682932718462513,,3.333333333,0.0004282838665039188
Plymouth 031B,E01015136,17.6,PL68DH,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,0.0,,,127.6,,-0.7606908143711726,0.31000617163300903,0.14538711477105812,0.0649686590089103,0.5783149992424208,0.1555942190393784,4.0,0.0005139406398560967
Plymouth 031C,E01015137,18.7,PL68DH,1,2.666666667,0.0003426270932802261,,,,,,,,,,,,,,,,,,,,,,
Plymouth 031D,E01015138,20.8,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,2.333333333,0.00029979870653989467
Plymouth 031E,E01015139,19.8,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,1.666666667,0.000214141933316202
Plymouth 031F,E01015141,19.8,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,3.333333333,0.0004282838665039188
Plymouth 032A,E01015128,20.8,PL68DH,1,3.666666667,0.00047111225324425026,30.0,,60.0,,80.0,,100.8,,130.8,,,,,,-0.5344524278283935,,0.09823347024709594,,0.6870206347775829,,3.666666667,0.00047111225324425026
Plymouth 032B,E01015129,20.8,PL68DH,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 032C,E01015130,20.8,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,100.8,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Plymouth 032D,E01015134,17.6,PL68DH,1,3.666666667,0.00047111225324425026,30.0,,60.0,,80.0,,97.6,,,,,,,,,,,,,,3.666666667,0.00047111225324425026
Plymouth 032E,E01015140,19.8,PL68DH,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,
Sedgemoor 001A,E01029085,21.9,BS234TQ,1,7.666666667,0.0009850528931003469,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,0.0,205.3,0.0,265.3,0.0,-0.5296116622962455,0.003316172944870109,0.10156089461133393,0.005128569308686608,0.5629625662637249,0.1692530671343763,7.666666667,0.0009850528931003469
Sedgemoor 001B,E01029126,25.1,BS234TQ,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,208.5,0.0,268.5,0.0,-0.5204352777056661,0.0052597693493748685,0.10092983323366556,0.00500236442865849,0.5303839631383708,0.17882087472917482,2.0,0.00025697031992804833
Sedgemoor 001C,E01029127,25.1,BS234TQ,1,5.333333333,0.000685254186431967,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,208.5,,268.5,,-0.5231683340304294,0.0040741998190042495,0.09833052842914203,0.0038748148247709398,0.6233020152838229,0.13851405395606733,5.333333333,0.000685254186431967
Sedgemoor 001D,E01029128,25.1,BS234TQ,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,105.1,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Sedgemoor 001E,E01029129,25.1,BS234TQ,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,105.1,,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,2.333333333,0.00029979870653989467
Sedgemoor 002C,E01029089,12.2,BS234TQ,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,3.0,0.00038545547989207247
Sedgemoor 002D,E01029113,20.8,BS234TQ,1,5.333333333,0.000685254186431967,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,204.2,,264.2,,-0.5319538861010507,0.0035334715969633913,0.10303595653776951,0.006791741245381411,0.5326380715494544,0.2183299147111412,5.333333333,0.000685254186431967
Sedgemoor 002E,E01029115,20.8,BS234TQ,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,,,,,,-0.5344524278283935,,0.09823347024709594,,0.6870206347775829,,2.333333333,0.00029979870653989467
Sedgemoor 002F,E01029140,17.6,BS234TQ,1,6.333333333,0.0008137393463959913,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,0.0,201.0,0.0,261.0,0.0,-0.5403429453987666,0.00104104056460536,0.10563400880362672,0.0056476342790640005,0.5035122188111563,0.16872092019479287,6.333333333,0.0008137393463959913
Sedgemoor 002G,E01032633,19.8,BS234TQ,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,203.2,,263.2,,-0.5359784485867986,0.001646347460133645,0.10025063648041777,0.004011073027395176,0.6360089763860668,0.12596075325601067,4.666666667,0.0005995974132082745
Sedgemoor 003A,E01029086,19.8,BS234TQ,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,2.666666667,0.0003426270932802261
Sedgemoor 003B,E01029147,30.5,BS234TQ,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,110.5,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Sedgemoor 003C,E01029148,27.3,BS234TQ,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,3.333333333,0.0004282838665039188
Sedgemoor 003D,E01029149,21.9,BS234TQ,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,101.9,,131.9,,205.3,,265.3,,-0.5259789768432581,,0.10717896080752659,,0.3775551206708565,,2.0,0.00025697031992804833
Sedgemoor 004A,E01029114,20.8,BS234TQ,1,6.333333333,0.0008137393463959913,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,204.2,0.0,264.2,0.0,-0.5319538861010507,0.002885067477725841,0.10303595653776951,0.005545433505399738,0.5326380715494544,0.17826562887588882,6.333333333,0.0008137393463959913
Sedgemoor 004B,E01029116,19.8,BS234TQ,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,4.666666667,0.0005995974132082745
Sedgemoor 004C,E01029117,19.8,BS234TQ,1,8.666666667,0.001113538053064371,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,203.2,,263.2,,-0.535642389318744,0.0020163556083272562,0.10106939333359767,0.004912541119079376,0.6102973452949134,0.15426978654692047,8.666666667,0.001113538053064371
Sedgemoor 004D,E01029119,20.8,BS234TQ,1,7.333333333,0.0009422245063600154,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,204.2,0.0,264.2,0.0,-0.5319538861010507,0.002885067477725825,0.10303595653776951,0.005545433505399738,0.5326380715494544,0.17826562887588882,7.333333333,0.0009422245063600154
Sedgemoor 004E,E01029120,19.8,BS234TQ,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Sedgemoor 005A,E01029118,18.7,BS234TQ,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,98.7,,128.7,,,,,,-0.5390674957331283,,0.09903040499309557,,0.6878846615841877,,1.333333333,0.00017131354657587048
Sedgemoor 005B,E01029131,19.8,BS234TQ,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,203.2,0.0,263.2,0.0,-0.5326178559062531,0.0,0.10843820501221674,0.0,0.37889266547453265,0.0,3.333333333,0.0004282838665039188
Sedgemoor 005C,E01029132,19.8,BS234TQ,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,,,,,,-0.5366505671229076,,0.09861312277405798,,0.6874322385683737,,2.333333333,0.00029979870653989467
Sedgemoor 005D,E01029133,20.8,BS234TQ,1,6.333333333,0.0008137393463959913,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,6.333333333,0.0008137393463959913
Sedgemoor 005E,E01029134,18.7,BS234TQ,1,6.666666667,0.0008565677331363228,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,202.1,,262.1,,-0.5383253749986185,0.0014842414690193822,0.10154735336159647,0.005033896737001803,0.6108120014860196,0.1541453201963364,6.666666667,0.0008565677331363228
Sedgemoor 006A,E01029135,23.0,BS234TQ,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,
Sedgemoor 006B,E01029136,23.0,BS234TQ,1,6.333333333,0.0008137393463959913,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,206.4,0.0,266.4,0.0,-0.5242821919701116,0.0035541449663802813,0.10423911482684674,0.004561267876596915,0.45416995009866384,0.1546294125598915,6.333333333,0.0008137393463959913
Sedgemoor 006C,E01029145,23.0,BS234TQ,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,206.4,,266.4,,-0.5278363369364919,0.0035541449663802904,0.09967784695024982,0.004561267876596914,0.6087993626585554,0.15462941255989154,4.333333333,0.0005567690264679429
Sedgemoor 006D,E01029152,26.2,BS234TQ,1,6.0,0.0007709109597841449,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,209.6,,269.6,,-0.5200288366956342,0.005076801712831767,0.0982846483807112,0.004212627326528245,0.6073002085506551,0.15498536140897393,6.0,0.0007709109597841449
Sedgemoor 007A,E01029121,32.6,TA15DA,1,3.666666667,0.00047111225324425026,30.0,,60.0,,80.0,,112.6,,142.6,,,,,,-0.5084481253699789,,0.09373169842885942,,0.6821415581757908,,3.666666667,0.00047111225324425026
Sedgemoor 007B,E01029122,29.4,TA15DA,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,,,,,,-0.5155121201643273,,0.09495649435213915,,0.6834687140855377,,4.666666667,0.0005995974132082745
Sedgemoor 007C,E01029123,29.4,TA15DA,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,109.40000000000002,0.0,139.4,0.0,235.3,,295.3,,-0.4738256801039594,0.05895352890042542,0.09212921289907866,0.00399837977556406,0.5210638472507879,0.2296751652730995,3.0,0.00038545547989207247
Sedgemoor 007D,E01029124,35.9,TA15DA,1,5.666666667,0.0007280825731722986,30.0,0.0,60.0,0.0,80.0,0.0,115.9,0.0,145.9,0.0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,5.666666667,0.0007280825731722986
